#NAME?	#NAME?
(1) (Japanese) maple	(1) (ஜப்பானிய) மேப்பிள்
ashita wa suiyoubi desu.	அஷிதா வா சூயுபி தேசு.
ashita wa yasumi desu	அஷிதா வா யாசுமி தேஸு
ashita wa yasumi desu.	அஷிதா வா யாசுமி தேஸு.
ashita wa yasumi janai desu	அஷிதா வா யஸுமி ஜநை தேஸு
ashita wa yasumitai desu	அஷிதா வா யாசுமிதை தேஸு
asoko ni hito ga imasu.	அசோகோ நி ஹிடோ கா இமாசு.
asoko ni uma ga imasu.	அசோகோ நி உமா கா இமாசு.
assertion / claim	வலியுறுத்தல் / கோரிக்கை
at + clock time/point.	மணிக்கு + கடிகார நேரம்/புள்ளி.
atama ga ii	அதம க ii
atama ga itai	அதம க இதாய்
atama ga itai desu	அதம கா இதய தேசு
atama ga itai desu.	அதம கா இதய தேசு.
atama wo araimasu.	அடமா வோ அரைமசு.
atarashii apaato ni hairimashita	அதராஷி அபாதோ நீ ஹேரிமாஷிதா
atarashii denwa wo kaimashita.	அதராஷி டென்வா வோ கைமாஷிதா.
atarashii hou ga ii desu	அதராஷி ஹௌ கா ஐ தேசு
atarashii jidousha ga hoshii desu	அதராஷி ஜிடௌஷா கா ஹோஷி தேசு
atarashii keitai ga hoshii desu	அதராஷி கீதை கா ஹோஷி தேசு
atarashii kuruma o kaitai desu	அடராஷி குருமா ஓ கைதை தேசு
atarashii kutsu o hakimashita	அடராஷி குட்சு ஓ ஹகிமாஷிதா
atarashii kutsu o kaettara, hakimasu	அடராஷி குட்சு ஓ கேட்டரா, ஹக்கிமாசு
atarashii kutsu to fuku o kaimashita	அடராஷி குட்சு டு ஃபுகு ஓ கைமாஷிதா
atarashii resutoran ni ikimashou	அடராஷி ரெசுடோரன் நி இகிமாஷௌ
atarashii tomodachi ga dekimashita.	அதராஷி டோமோடாசி கா தேகிமாஷிதா.
atarashii toshi wo mukaemasu.	அதராஷி தோஷி வோ முகேமாசு.
ato de	அதோ டி
ato gofun de demasu.	ato gofun de demasu.
atsui kara, mizu wo nomimasu	அட்சுய் காரா, மிசு வோ நோமிமாசு
atsukereba, eakon o tsukemasu	அட்சுகெரேபா, ஈகோன் ஓ சுகேமாசு
baji toufuu	பாஜி டூஃபு
banana wa eiyou ga arimasu.	வாழை வா எய்யூ கா அரிமாசு.
banana wa kiiro desu.	வாழை வா கீரோ தேசு.
banana wa kiiroi desu.	வாழை வா கீரோய் தேசு.
banana wo kaimashita.	வாழை வோ கைமாஷிதா.
bangohan wo tsukurimasu.	பாங்கோஹான் வோ சுகுரிமாசு.
basu de gakkou ni ikimasu.	பாசு டி காக்கௌ நி இகிமாசு.
basu de ikimashou	பாசு டி இகிமாஷௌ
basu de ikimasu	பாசு டி இகிமாசு
basu ga kimasu	பாசு கா கிமாசு
basu ni norimasu	பாசு நி நோரிமாசு
basu ni notte, kaisha ni ikimasu	பாசு நி நோட்டே, கைஷா நி இகிமாசு
basu o matte kudasai	பாசு ஓ மேட்டே குடசை
basu wa eki e ikimasu ka	பாசு வா எகி இ இகிமாசு கா
basu wo matte imasu.	பாசு வோ மேட்டே இமாசு.
basutei wa doko desu ka.	பாசுதேய் வா டோகோ தேசு கா.
batterii ga arimasen.	பேட்டரியி கா அரிமசென்.
benkyou shimashita	பென்கியூ ஷிமாஷிதா
benkyou shimashou	பென்கியூ ஷிமாஷௌ
benkyou shimasu	பென்கியூ ஷிமாசு
benkyou shinakereba narimasen	பென்கியூ ஷினகெரெபா நாரிமசென்
benkyou shitara, wakarimasu yo	பென்கியூ ஷிதாரா, வகாரிமாசு யோ
benkyou shite imasu	பென்கியூ ஷிட் இமாசு
benkyou sureba, jouzu ni narimasu	பென்கியூ சுரேபா, ஜோசு நி நரிமாசு
benkyou suru	பென்கியூ சுரு
benkyou suru tsumori wa arimasen	பென்கியூ சுரு சுமோரி வா அரிமசென்
biichi made tooi desu ka.	பிய்ச்சி செய்த தோய் தேசு கா.
biiru o ippon kudasai	biiru o இப்பொன் குடசை
biiru wo onegaishimasu	biiru wo onegaishimasu
bikkuri suru	பிக்குரி சுரு
bon'yari	பொன்'யாரி
boorupen o sanbon kudasai	பூரூபேன் ஓ சன்போன் குடசை
botan o osu to, doa ga akimasu	பொடன் ஓ ஓசு தோ, தோவா கா அகிமாசு
buta no niku wo tabemasu.	புடா நோ நிகு வோ தபேமாசு.
buta wa hayaku arukimasu.	புட்டா வ ஹயாகு அருகிமாசு.
byouin de hatarakimasu	byouin de hatarakimasu
byouin ni ikimashita	byouin ni ikimashita
byouin ni ikimasu.	byouin ni ikimasu.
byouin ni tsurete itte kudasai.	பியூயின் நி ட்சுரேட் இத்தே குடசை.
byouin wa doko desu ka.	பியூயின் வா டோகோ தேசு கா.
