#NAME?	＃名前？
(1) (Japanese) maple	(1) (モミジ)
the future; previous	未来。前の
the head; the foremost; beginning	頭。一番最初に。始まり
the late (deceased)	故人（故人）
the latter	後者
the lowest; the worst	最低。最悪の
the manufacturing industry	製造業
the month after next	再来月
the nearest	一番近い
the number of flat things	平らなものの数
the opposite sex	異性
the other day	先日
the other day; a few days ago	先日。数日前
the other day; lately; recently	先日。最近;最近
the other side	向こう側
the outside; external	外側。外部
the past; bygone days; the previous	過去。過ぎ去った日々。前回の
the person himself	本人
the public	大衆
the rain stops	雨が止む
the reason is	理由は
the rest	残りの部分
the same rank; equality; apposition	同じランク。平等;並置
the sky is clear	空は晴れています
the text; original	テキスト。オリジナル
the week after next	再来週
the whole body; full-length (portrait)	体全体。全長（縦）
the world	世界
the year after next	再来年
the year before last	一昨年
theatre	劇場
theatre; playhouse	劇場。プレイハウス
theatrical	演劇
theft	盗難
theft; robbery	盗難。強盗
their	彼らの
theirs	彼らのもの
them	彼ら
theme	テーマ
themselves	自分たち自身
then	それから
then...; if that is the case,...	それから...;もしそうなら、...
theology	神学
theoretical	理論的
theory	理論
therapist	セラピスト
therapy	セラピー
there	そこに
there are many...	たくさんあります...
there is ...	あります...
there, that place	そこ、あの場所
thereafter	その後
thereby	それによって
therefore	したがって
therefore; consequently; accordingly; because of	したがって;その結果;それに応じて;のせいで
thereupon	そこで
these days	最近
thesis	論文
thesis; essay; treatise; paper	論文。エッセイ。論文;紙
they	彼らは
they (usually male)	彼ら（通常は男性）
thick	厚い
thick (as of color; liquid); dense; strong	濃厚（色としては液体）。密集;強い
thief	泥棒
thin	薄い
thin; weak	薄い;弱い
thing	もの
thing (concrete object)	物（具体的な物体）
thing; article; goods; dignity; article (goods); counter for meal courses	もの;記事;品;尊厳;物品（商品）。お食事コースのカウンター
thing; matter; fact; circumstances	もの;案件;事実;事情
things to do	やるべきこと
things; everything	物事。すべて
things; matters	物事。問題
think	考える
thinking	考えている
thinking; thought; ideas; intention	考えること。考え;アイデア。意図
third	3番目
thirdly	第三に
thirsty	のどが渇いた
thirteen	13
thirty	30
thirty minutes	30分
this	これ
this ...	これは...
this evening	今晩
this month	今月
this morning	今朝
this one	これ
this person (polite)	この人（丁寧）
this semester	今学期
this way (polite)	こっちへ（丁寧に）
this way / this person	こっちへ / この人
this week	今週
this year	今年は
thorough	徹底した
thoroughly	徹底的に
thoroughness	徹底
thoroughness; completeness	徹底性。完全性
though	でも
thought	考えた
thought / idea	考え/アイデア
thought-provoking	考えさせられる
thought; idea	考えた。アイデア
thoughtful	思慮深い
thousand	千
thread	スレッド
threat	脅威
threat; menace; coercion; terrorism	脅威;脅威;強制;テロ
threaten	脅す
three	3つ
three (counter)	3（カウンター）
three (long objects)	3本（長尺物）
three (small animals)	3匹（小動物）
three (things)	3つ（物）
three days	三日
three days; third day of the month	3日間。月の 3 日
three hundred	三百
three minutes	3分
three o'clock	3時
three people	3人
threshold	しきい値
thrift; economy; frugality	倹約。経済;倹約
thrilled	興奮した
thrive	繁栄する
throat	喉
through	を通して
throughout	全体を通して
throw	投げる
thumb	親指
thunder	雷
thunder / lightning	雷鳴/稲妻
thus	したがって
ticket	チケット
ticket office	チケット売り場
ticket window	チケット窓口
ticket; coupon; bond; certificate	チケット。クーポン;ボンド;証明書
tickets	チケット
tide	潮
tidy	きちんとした
tie	ネクタイ
tiger	虎
tight	きつい
tighten	締める
till	まで
timber	木材
time	時間
time / moment	時間/瞬間
time / occasion	時間/機会
time card	タイムカード
time of...; when...	～の時間;いつ...
time; about; toward; approximately (time)	時間。について;向かって;およそ（時間）
time; labour	時間。労働
time; season; period	時間。季節;期間
time; years; days	時間。年。日
timely	タイムリーな
timetable; schedule	時刻表。スケジュール
timid	臆病な
timing	タイミング
tin	ブリキ
tiny	小さな
tip	ヒント
tire	タイヤ
tired	疲れた
tiredness; fatigue	疲労;疲労
tissue	組織
tissue paper; toilet paper	ティッシュペーパー。トイレットペーパー
title	タイトル
title; subject; theme; topic	タイトル;主題;テーマ;トピック
to	に
to (a place); as far as (a place); till (a time)	（場所）へ。 （場所）まで;まで（あるとき）
to (happen to) see; to notice; to catch sight of	見る（たまたま）。気づくこと。目に入る
to abate; to decrease; to diminish; to shorten	弱まる。減少する。減少する。短くする
to abbreviate	略す
to abide (by the rules); to obey; to follow; to accompany	（ルールを）守ること。従うこと。従うこと。同行する
to accept (respect)	受け入れる（尊重する）
to accomplish	達成する
to accomplish; to do	達成すること。すること
to accomplish; to fulfill; to carry out; to achieve	達成すること。満たすこと。実行する。達成する
to accost a person; to talk (to someone)	人に声をかけること。 （誰かに）話すこと
to accustom	慣れる
to acknowledge	認める
to act spoiled	甘やかされて行動する
to act violently; to rage; to struggle; to be riotous	暴力的に行動する。激怒する。奮闘すること。暴れる
to add a number	数字を追加するには
to address	対処する
to adhere to; to keep close to	遵守すること。近くに置く
to admire / yearn for	賞賛する/憧れる
to adopt	採用する
to advance; to promote; to hasten	前進する。促進する。急ぐ
to agree	同意する
to aim at	目指す
to aim at; to have an eye on	目指すこと。目を向ける
to aim for	を目指す
to air; to dry; to desiccate; to drain (off); to drink up	空気に;乾燥させる。乾燥させる。排出する（オフ）。飲み干す
to amass; to accumulate	蓄積する。蓄積する
to amuse oneself; to make merry	自分を楽しませるため。陽気になる
to answer	答える
to answer (respect)	答える（敬意を表す）
to answer; to respond; to meet; to satisfy; to accept	答えること。応答する。会うこと。満足すること。受け入れる
to apologize	謝罪する
to apologize (humble)	謝る（謙虚に）
to appear (in print); to be recorded	（印刷物に）掲載される。記録される
to appear in disguise; to take the form of; to change for the worse	変装して現れること。の形をとる;悪い方へ変化する
to appear; to come in sight; to become visible; to come out; to embody; to materialize; to express oneself	現れる;視界に入る。見えるようになる。出てくること。具現化する。現実化する。自分自身を表現する
to appear; to leave	現れる;去る
to append; to sum up; to add (up)	追加する。総括する;追加する（追加する）
to apply	申請する
to apply for; to make an application	申請する;申請をする
to approach; to draw near	近づくこと。近づく
to approach; to get near; to get acquainted with; to get closer	近づくこと。近づくこと。知り合うこと。近づくために
to argue; to discuss; to debate	議論すること。話し合うこと。議論する
to arise; to ascend; to go up	起きる。上昇する。上がる
to arrange (flowers)	（花を）生ける
to arrive	到着する
to arrive at	に到着する
to ascend; to go up; to climb	上昇する。上がること。登る
to ascertain	確認する
to ask	尋ねる
to ask (a favor)	尋ねる（お願い）
to ask (respect)	尋ねる（敬意を表す）
to ask after (health); to visit	（健康）の後に尋ねる。訪問する
to ask for directions	道を尋ねる
to ask/visit (humble)	尋ねる/訪問する（謙虚な）
to ask; to request	尋ねる;要求する
to assemble; to set up; to construct	組み立てる。セットアップする。構築する
to assist	助ける
to associate with; to keep company with; to get on with	と付き合う;付き合い続けること。うまくやっていく
to attach	添付する
to attach; to join; to add; to append	添付する;参加する;追加する;追加する
to attack; to assault	攻撃する。攻撃する
to attack; to avenge	攻撃する。復讐する
to attack; to defeat; to destroy	攻撃する。敗北する。破壊する
to attain enlightenment; to perceive; to understand; to discern	悟りを得る。知覚すること。理解すること。識別する
to attempt; to test	試みる;テストする
to attend	出席する
to attend (respect)	出席する（敬意を表す）
to avert (one's eyes)	（目を）そらす
to awaken	目覚める
to bake	焼く
to bake; to grill	焼く。グリルする
to balance; to be in harmony; to suit	バランスをとること。調和すること。に合わせて
to bargain	交渉する
to bark; to bay; to howl; to bellow; to roar; to cry	吠える。湾へ。遠吠えする。怒鳴る。咆哮する。泣く
to bathe; to bask in the sun; to shower	入浴する。日光浴をする。シャワーを浴びる
to be	なる
to be (animate); to be; to exist	(生き生きとしている);あること;存在する
to be (polite)	(礼儀正しく)
to be (polite); to exist	（礼儀正しく）であること。存在する
to be / go / come (respect)	なる/行く/来る(尊敬)
to be absent (from...); to rest	(...から)欠席すること。休む
to be amazed	驚くこと
to be angry	怒る
to be anxious; to ponder	不安になる。熟考する
to be arrested; to be caught	逮捕されること。捕まる
to be asked (humble)	聞かれる（謙虚に）
to be attached	取り付けられる
to be audible	聞こえるようにする
to be audible / can hear	聞こえる/聞こえる
to be aware / know well	気づいている/よく知っている
to be bewildered	戸惑う
to be bitter	苦い
to be blessed with; to be rich in	恵まれること。豊かになる
to be blocked; to be packed	ブロックされる;詰められる
to be blocked; to choke; to be obstructed	ブロックされる;窒息する。妨害される
