Geh.	Go.
Tom ist ein Ausnahmetalent.	Tom is a prodigy.
Tom ist mit Maria zusammen.	Tom is with Mary.
Tom ist nicht hinterhältig.	Tom isn't sneaky.
Tom ist nicht unfreundlich.	Tom isn't unkind.
Tom weiß, dass ich es weiß.	Tom knows I know.
Tom wohnt ganz in der Nähe.	Tom lives nearby.
Tom hat die Wette verloren.	Tom lost the bet.
Tom kommt vielleicht nicht.	Tom may not come.
Tom hat mich nie empfangen.	Tom never saw me.
Tom legte eine Krawatte an.	Tom put on a tie.
Tom legte eine Krawatte um.	Tom put on a tie.
Tom scheint Angst zu haben.	Tom seems afraid.
Tom scheint clever zu sein.	Tom seems clever.
Tom scheint einsam zu sein.	Tom seems lonely.
Tom sollte sich entspannen.	Tom should relax.
Tom hatte starke Schmerzen.	Tom was in agony.
Tom wird sich nicht ändern.	Tom won't change.
Tom wird es nicht bemerken.	Tom won't notice.
Tom trug eine Schutzbrille.	Tom wore goggles.
Es stank bei Tom im Zimmer.	Tom's room stank.
Bei Tom im Zimmer stank es.	Tom's room stank.
Versuche, ruhig zu bleiben!	Try to stay calm.
Stell den Fernseher leiser.	Turn down the TV.
Darüber sind wir uns einig.	We agree on that.
Wir sind zuerst angekommen.	We arrived first.
Wir haben nach Tom gefragt.	We asked for Tom.
Wir schließen um 18.30 Uhr.	We close at 6:30.
Wir konnten nicht aufhören.	We couldn't stop.
Wir haben es hier gefunden.	We found it here.
Wir haben Hausaufgaben auf.	We have homework.
Wir vernahmen ein Geräusch.	We heard a noise.
Wir sind zusammen gegangen.	We left together.
Wir wollen dich hier haben.	We want you here.
Wir haben diesmal gewonnen.	We won this time.
Wir werden uns wiedersehen.	We'll meet again.
Wir werden es nie erfahren.	We'll never know.
Uns steht es frei zu gehen.	We're free to go.
Es steht uns frei zu gehen.	We're free to go.
Wir sind Rettungsschwimmer.	We're lifeguards.
Wir werden nicht gebraucht.	We're not needed.
Hast du dir Sorgen gemacht?	Were you worried?
Was ist sie für ein Mensch?	What is she like?
Was für ein Mensch ist sie?	What is she like?
Wo befindet sich Tom jetzt?	Where is Tom now?
Wo ist mein Terminkalender?	Where's my diary?
Wer benutzt ihn sonst noch?	Who else uses it?
Wer benutzt sie sonst noch?	Who else uses it?
Wer hat Tom benachrichtigt?	Who notified Tom?
Wer hat mit Tom gesprochen?	Who spoke to Tom?
Wer hat Hamlet geschrieben?	Who wrote Hamlet?
Warum bist du so spät dran?	Why are you late?
Warum setzen wir uns nicht?	Why don't we sit?
Du hast es vermasselt, Tom.	You blew it, Tom.
Sie können nicht entkommen.	You can't escape.
Du kannst noch nicht gehen.	You can't go yet.
Du kannst nicht nein sagen.	You can't say no.
Du hast die Rolle bekommen.	You got the part.
Sie wissen, ich kann nicht.	You know I can't.
Ihr müsst nach Hause gehen.	You must go home.
Sie brauchen eine Therapie.	You need therapy.
Du bist eine Vogelscheuche.	You're very ugly.
Bei dir im Zimmer stinkt’s.	Your room stinks.
Es hat sich viel geändert.	A lot has changed.
Es kommt ein Gewitter auf.	A storm is coming.
Es kommt ein Unwetter auf.	A storm is coming.
Einen Schuß Rum dazugeben.	Add a shot of rum.
Gebt einen Schuß Rum dazu.	Add a shot of rum.
Alle Menschen sind gleich.	All men are equal.
Jedes Papier ist geeignet.	Any paper will do.
Bist du in guter Hoffnung?	Are you expecting?
Bist du der Bürgermeister?	Are you the mayor?
Haben Sie trockene Lippen?	Are your lips dry?
Sei freundlich zu anderen.	Be kind to others.
Insekten faszinieren mich.	Bugs fascinate me.
Rufen Sie Ihren Bruder an.	Call your brother.
Kann ich jetzt reinkommen?	Can I come in now?
Kann ich mit Karte zahlen?	Can I pay by card?
Können alle Vögel fliegen?	Can all birds fly?
Kannst du dir das leisten?	Can you afford it?
Komm nach draußen spielen!	Come out and play.
Komm mich wieder besuchen.	Come see me again.
Da hilft auch kein Weinen.	Crying won't help.
Habe ich dich beeindruckt?	Did I impress you?
Habe ich euch beeindruckt?	Did I impress you?
Hat Tom das ernst gemeint?	Did Tom mean that?
Ist er wieder gescheitert?	Did he fail again?
Hat mein Telefon geläutet?	Did my phone ring?
Hast du dich entschuldigt?	Did you apologize?
Haben Sie Arbeit gefunden?	Did you find work?
Haben Sie Birnen bekommen?	Did you get pears?
Seid ihr gestochen worden?	Did you get stung?
Sind Sie gestochen worden?	Did you get stung?
Seid ihr an Land gegangen?	Did you go ashore?
Sind Sie an Land gegangen?	Did you go ashore?
Habt ihr das hier gemeint?	Did you mean this?
Habt ihr das beabsichtigt?	Did you mean this?
Die Ernährung ist wichtig.	Diet is important.
Schmeckt Ihnen Maisgrütze?	Do you like grits?
Möchtest du einen Schluck?	Do you want a sip?
Ist die Wahrheit relevant?	Does truth matter?
Lasst euch nicht täuschen!	Don't be deceived.
Seien Sie nicht beleidigt!	Don't be insulted.
Seid euch nicht zu sicher!	Don't be too sure.
Verlass dich nicht darauf.	Don't count on it.
Geh noch nicht nach Hause!	Don't go home yet.
Lasst mich nicht im Stich.	Don't let me down.
Enttäuschen Sie uns nicht!	Don't let us down.
Suchen Sie nicht nach uns!	Don't look for us.
Wiederholen Sie das nicht!	Don't repeat that.
Fassen Sie diese nicht an.	Don't touch these.
Warten Sie nicht auf mich.	Don't wait for me.
Komm nächste Woche vorbei!	Drop by next week.
Viel Spaß auf dem Konzert!	Enjoy the concert.
Gehen Sie mir aus dem Weg.	Get out of my way.
Geben Sie mir das Schwert.	Give me the sword.
Glückwunsch zum Jahrestag!	Happy anniversary!
Ich wünsche dir viel Spaß!	Have a great time.
Bist du verrückt geworden?	Have you gone mad?
Er hat eine Honda gekauft.	He bought a Honda.
Er konnte nicht schwimmen.	He could not swim.
Er ist gestern verstorben.	He died yesterday.
Er ist gestern abgekratzt.	He died yesterday.
Er gab ihr eine Schachtel.	He gave her a box.
Er hatte keinen Mantel an.	He had no coat on.
Er hat einen blauen Wagen.	He has a blue car.
Er ist ein geborener Poet.	He is a born poet.
Er wird bestimmt gewinnen.	He is sure to win.
Er wohnt ganz in der Nähe.	He lives close by.
Vielleicht kommt er heute.	He may come today.
Er rettete einen Matrosen.	He saved a sailor.
Er ist lange aufgeblieben.	He stayed up late.
Er will einen Apfel haben.	He wants an apple.
Er ging zurück nach Hause.	He went back home.
Er ist irgendwie ganz süß.	He's kind of cute.
Er ist zu vertrauensselig.	He's too trusting.
Hier ist dein Mittagessen.	Here's your lunch.
Hier ist euer Mittagessen.	Here's your lunch.
Hier ist deine Bestellung.	Here's your order.
Hier hast du deinen Salat.	Here's your salad.
Seine Geschichte ist wahr.	His story is true.
Was für ein Glück du hast!	How lucky you are!
Wie viele sind noch übrig?	How many are left?
Wie viel bin ich schuldig?	How much do I owe?
Woher soll ich das wissen?	How should I know?
Wie geht es deiner Mutter?	How's your mother?
Ich habe es schon gewusst.	I already knew it.
Ich bin im gleichen Alter.	I am the same age.
Ich bin schlecht in Mathe.	I am weak in math.
Ich habe das Buch gekauft.	I bought the book.
Ich bürstete mir das Haar.	I brushed my hair.
Ich habe um Hilfe gerufen.	I called for help.
Ich kann es selbst machen.	I can do it alone.
Ich kann Tom nicht leiden.	I can't stand Tom.
Ich kann dir nicht trauen.	I can't trust you.
Ich konnte nicht ablehnen.	I couldn't refuse.
Ich habe die App gelöscht.	I deleted the app.
Ich habe Tom nicht gehört.	I didn't hear Tom.
Ich habe Sie nicht gehört.	I didn't hear you.
Das habe ich nicht gesagt.	I didn't say that.
Das habe ich nicht gesagt!	I didn't say that.
Ich habe es nicht geklaut.	I didn't steal it.
Ich gebe dir keine Schuld.	I don't blame you.
Mir ist das komplett egal.	I don't even care.
Ich habe keinen Fernseher.	I don't have a TV.
Rindfleisch mag ich nicht.	I don't like beef.
Ich habe es auch genossen.	I enjoyed it, too.
Ich bekomme, was ich will.	I get what I want.
Ich habe eine Reifenpanne.	I got a flat tire.
Ich stieg aus dem Bus aus.	I got off the bus.
Ich habe einen neuen Plan.	I have a new plan.
Ich habe keinen Kommentar.	I have no comment.
Ich habe kein Privatleben.	I have no privacy.
Ich habe keine Schwestern.	I have no sisters.
Ich muss nach Hause gehen.	I have to go home.
Ich muss mich vorbereiten.	I have to prepare.
Ich weiß es einfach nicht.	I just don't know.
Ich ignoriere Tom einfach.	I just ignore Tom.
Die Stimme kenne ich doch.	I know that voice.
Ich mag Herausforderungen.	I like challenges.
Mir gefällt, was ich sehe.	I like what I see.
Das Buch hat mir gefallen.	I liked that book.
Der Film hat mir gefallen.	I liked this film.
Ich zündete die Kerzen an.	I lit the candles.
Ich habe mich entschieden.	I made a decision.
Ich vermisse meine Eltern.	I miss my parents.
Ich brauche eine Tastatur.	I need a keyboard.
Ich brauche warmes Wasser.	I need warm water.
Ich fahre oft ins Ausland.	I often go abroad.
Ich habe mit Tom gespielt.	I played with Tom.
Ich zog mir die Schuhe an.	I put on my shoes.
Ich brauche dich wirklich.	I really need you.
Ich eilte die Treppe hoch.	I rushed upstairs.
Ich setzte mich neben ihn.	I sat by his side.
Ich setzte mich neben Tom.	I sat next to Tom.
Ich habe ihn rennen sehen.	I saw him running.
Ich habe Sie gähnen sehen.	I saw you yawning.
Ich versuchte zu schreien.	I tried to scream.
Ich liebte sie aufrichtig.	I truly loved her.
Ich war zutiefst verletzt.	I was deeply hurt.
Es hat mir Freude gemacht.	I was enjoying it.
Ich habe nur Spaß gemacht.	I was just joking.
Ich war nicht am Schlafen.	I wasn't sleeping.
Ich werde einen auswählen.	I will choose one.
Ich werde mein Bestes tun.	I will do my best.
Ich trug einen Schutzhelm.	I wore a hard hat.
Ich würde es gerne machen.	I'd love to do it.
Ich werde Maria ausführen.	I'll ask Mary out.
Bald habe ich eine Glatze.	I'll be bald soon.
Ich werde für dich kochen.	I'll cook for you.
Ich werde jemanden finden.	I'll find someone.
Ich werde hier aussteigen.	I'll get off here.
Ich werde dich freilassen.	I'll set you free.
Ich werde Tom überraschen.	I'll surprise Tom.
Ich werde auf dich warten.	I'll wait for you.
Ich werde Ihnen schreiben.	I'll write to you.
Ich habe Angst zu sterben.	I'm afraid to die.
Jetzt bin ich ganz allein.	I'm all alone now.
Ich bin auch Schauspieler.	I'm an actor, too.
Ich bin keine Fanatikerin.	I'm not a fanatic.
Ich bin kein Verdächtiger.	I'm not a suspect.
Ich bin nicht vergesslich!	I'm not forgetful.
Ich bin noch nicht bereit.	I'm not ready yet.
Ich bin hier nicht sicher.	I'm not safe here.
Ich bin jetzt auf dem Weg.	I'm on my way now.
Das tut mir leid für dich.	I'm sorry for you.
Ich habe immer noch Durst.	I'm still thirsty.
Ich bin vertrieben worden.	I've been evicted.
Ich habe von Ihnen gehört.	I've heard of you.
Weisen Sie sich bitte aus!	Identify yourself.
Ist er freundlich zu euch?	Is he kind to you?
Ist seine Geschichte wahr?	Is his story true?
Ist es weit bis zur Stadt?	Is it far to town?
Ist das gut oder schlecht?	Is it good or bad?
Ist das Leben hier schwer?	Is life here hard?
Gibt es schon etwas Neues?	Is there any news?
Es ist nicht gut gelaufen.	It didn't go well.
Das kommt mir bekannt vor.	It looks familiar.
Das muss ein Zeichen sein.	It must be a sign.
Den ganzen Tag regnete es.	It rained all day.
Es regnete ununterbrochen.	It rained nonstop.
Das war ein guter Versuch.	It was a good try.
Das war eine Überraschung.	It was a surprise.
Das war sehr beängstigend.	It was very scary.
Das wird dir nicht helfen.	It won't help you.
Es ist ein bißchen fettig.	It's a bit greasy.
Es ist ein angenehmer Tag.	It's a lovely day.
Heute ist ein schöner Tag.	It's a lovely day.
Das ist ein blödes Gesetz.	It's a stupid law.
Es ist schlimmer geworden.	It's become worse.
Das ist einfach wunderbar!	It's just amazing.
Das ist nicht mein Fehler.	It's not my fault.
Das ist nicht das Gleiche.	It's not the same.
Es ist noch nicht zu spät.	It's not too late.
Das gehört zum Leben dazu.	It's part of life.
Es ist wirklich großartig.	It's really great.
Es ist immer noch bewölkt.	It's still cloudy.
Das wiegt anderthalb Kilo.	It's three pounds.
Es ist das, was Tom hatte.	It's what Tom had.
Lass mich das machen, Tom!	Let me do it, Tom.
Lasst niemanden entkommen!	Let no one escape.
Bringen wir es hinter uns.	Let's get it done.
Lasst uns schwimmen gehen.	Let's go swimming.
Laß uns ein Duett spielen!	Let's play a duet.
Lasst uns Fußball spielen.	Let's play soccer.
Reichen wir uns die Hände!	Let's shake hands.
Lasst uns ein Lied singen.	Let's sing a song.
Lasst uns ein Lied singen!	Let's sing a song.
Das Leben ist sehr schwer.	Life is very hard.
Darf ich es hierhin legen?	May I put it here?
Kann ich mit dir sprechen?	May I talk to you?
Mein Vater ist nicht hier.	My dad's not here.
Mir tut der linke Arm weh.	My left arm hurts.
Mein Leben ist langweilig.	My life is boring.
Meiner Mutter geht es gut.	My mother is fine.
Mir tun die Schultern weh.	My shoulders hurt.
Meine Schultern schmerzen.	My shoulders hurt.
Mein Zug hatte Verspätung.	My train was late.
Niemand ist durchgefallen.	No one has failed.
Niemand hat es verstanden.	No one understood.
Niemand ist in Sichtweite.	No one's in sight.
Niemand hat Tom angerufen.	Nobody called Tom.
Also dann bestelle ich es.	OK, I'll order it.
Gut, ich bestelle es dann.	OK, I'll order it.
Gegensätze ziehen sich an.	Opposites attract.
Verhalte dich bitte ruhig!	Please keep quiet.
Bitte schauen Sie mich an.	Please look at me.
Bitte tauschen Sie es aus.	Please replace it.
Stelle es dort drüben hin!	Put it over there.
Zieht euch eure Schuhe an!	Put your shoes on.
Schicken Sie es jetzt mir.	Send it to me now.
Sie starb an einem Schock.	She died of shock.
Sie hat ihn weinen gehört.	She heard him cry.
Sie ist nicht verheiratet.	She isn't married.
Sie hat einsam ausgesehen.	She looked lonely.
Sie sieht unglücklich aus.	She looks unhappy.
Sie drängte mich zur Eile.	She made me hurry.
Sie könnte Französin sein.	She may be French.
Unterschreibe den Vertrag.	Sign the contract.
Unterschreibt den Vertrag.	Sign the contract.
Faultiere fressen Blätter.	Sloths eat leaves.
Hör auf, dumm rumzumachen.	Stop being stupid.
Hör auf, mir nachzulaufen.	Stop following me.
Nimm Tom mit in die Stadt.	Take Tom downtown.
Erzähl mir die Geschichte.	Tell me the story.
Das ist nicht Französisch.	That isn't French.
Das ist ziemlich schlecht.	That's pretty bad.
Das ist schreckenerregend.	That's terrifying.
Deswegen bin ich gekommen.	That's why I came.
Deswegen habe ich gelogen.	That's why I lied.
Die Tür stand etwas offen.	The door was ajar.
Der Ventilator ist kaputt.	The fan is broken.
Der Laden ist geschlossen.	The shop's closed.
Das Geschäft hat geöffnet.	The store is open.
Die Straße ist beleuchtet.	The street is lit.
Sie haben Tom abgeschoben.	They deported Tom.
Sie haben es wieder getan.	They did it again.
Sie haben mich gekidnappt.	They kidnapped me.
Sie haben Spiele gespielt.	They played games.
Sie rannten uns hinterher.	They ran after us.
Sie rannten an Tom vorbei.	They ran past Tom.
Sie wollen es wiederhaben.	They want it back.
Sie werden Hilfe brauchen.	They'll need help.
Sie haben Tom mitgenommen.	They've taken Tom.
Dieser Apfel ist schlecht.	This apple is bad.
Dieser Vogel kann fliegen.	This bird can fly.
Das ist für dich gekommen.	This came for you.
Das ist die Katze von Tom.	This is Tom's cat.
Das sind gute Neuigkeiten.	This is good news.
Das ist deine Haltestelle.	This is your stop.
Tom hat es fast geschafft.	Tom almost did it.
Tom hat beinahe gelächelt.	Tom almost smiled.
Tom hat zurückgeantwortet.	Tom answered back.
Tom hat alles aufgegessen.	Tom ate all of it.
Tom hat mich fett genannt.	Tom called me fat.
Tom kann zu Hause bleiben.	Tom can stay home.
Tom kann nicht reinkommen.	Tom can't come in.
Tom darf nicht reinkommen.	Tom can't come in.
Tom kann mir nicht helfen.	Tom can't help me.
Tom kann mir nicht wehtun.	Tom can't hurt me.
Tom kochte das Abendessen.	Tom cooked dinner.
Tom könnte gestorben sein.	Tom could've died.
Tom konnte nicht aufhören.	Tom couldn't stop.
Tom konnte nicht sprechen.	Tom couldn't talk.
Tom hat es trotzdem getan.	Tom did it anyway.
Tom hat es für mich getan.	Tom did it for me.
Tom zuckte nicht zusammen.	Tom didn't flinch.
Tom zeichnete einen Apfel.	Tom drew an apple.
Tom fühlte sich ungewollt.	Tom felt unwanted.
Tom hat einen großen Hund.	Tom has a big dog.
Tom ist erschossen worden.	Tom has been shot.
Tom hat viele Spielsachen.	Tom has many toys.
Tom hat keine andere Wahl.	Tom has no choice.
Tom hat wieder geheiratet.	Tom has remarried.
Tom ist heute beschäftigt.	Tom is busy today.
Tom ist am Boden zerstört.	Tom is devastated.
Tom sitzt in seinem Wagen.	Tom is in his car.
Tom ist kilometerweit weg.	Tom is miles away.
Tom ist freundlich zu mir.	Tom is nice to me.
Tom zieht sich gerade aus.	Tom is undressing.
Tom ist sehr unordentlich.	Tom is very messy.
Tom ist kein Einzelgänger.	Tom isn't a loner.
Tom ist kein Bergarbeiter.	Tom isn't a miner.
Tom ist nicht verheiratet.	Tom isn't married.
Tom ist nicht unglücklich.	Tom isn't unhappy.
Tom ist nicht gewalttätig.	Tom isn't violent.
Tom ist nach mir gegangen.	Tom left after me.
Tom wohnt in unserer Nähe.	Tom lives near us.
