హాయ్, మీరు ఎలా ఉన్నారు?	Hi, how are you?
అతను దృఢమైన వాదన చేశాడు	He made a cogent argument.
ఆ వివరణ చాలా దృఢమైనది	That explanation is very cogent.
ఆమె మాటలు స్పష్టమైనవి	Her words are lucid.
అతనికి స్పష్టమైన అవగాహన ఉంది	He has a lucid understanding.
ఆ గాజు అపారదర్శకంగా ఉంది	That glass is opaque.
ఈ గోడ అపారదర్శక	This wall is opaque.
అక్కడ వ్యాపించిన భయం ఉంది	There is pervasive fear there.
అది వ్యాపించిన ప్రభావం	That is a pervasive influence.
ఆయన ఫలవంతమైన రచయిత	He is a prolific writer.
ఆ చెట్టు ఫలవంతమైనది	That tree is prolific.
ఈ సమాచారం అనవసరమైనది	This information is redundant.
అక్కడ అనవసరమైన పదాలు ఉన్నాయి	There are redundant words there.
ఇది మితిమీరిన ఖర్చు	This is superfluous expenditure.
ఆ అలంకరణ మితిమీరినది	That decoration is superfluous.
అతను స్థితిస్థాపకంగా ఉన్నాడు	He is resilient.
ఆ మొక్క స్థితిస్థాపకంగా ఉంది	That plant is resilient.
అది దృఢమైన నిర్మాణం	That is a robust construction.
అతనికి దృఢమైన ఆరోగ్యం ఉంది	He has robust health.
వారు నిశితంగా పరిశీలిస్తున్నారు	They are scrutinizing.
ఆయన వివరాలను నిశితంగా పరిశీలిస్తున్నారు	He is scrutinizing the details.
ఇక్కడ కఠినమైన నియమాలు ఉన్నాయి	There are stringent rules here.
ఆ నిబంధనలు కఠినమైనవి	Those regulations are stringent.
అది ప్రత్యక్షమైన ఫలితం	That is a tangible result.
మాకు ప్రత్యక్షమైన ఆధారాలు ఉన్నాయి	We have tangible evidence.
ప్రేమ కనిపించని శక్తి	Love is an intangible power.
ఆ భావాలు కనిపించనివి	Those feelings are intangible.
ఆ గాజు పారదర్శకమైనది	That glass is transparent.
అక్కడ పారదర్శకమైన గోడ ఉంది	There is a transparent wall there.
అది సంపన్నమైన ఇల్లు	That is an opulent house.
ఆయన సంపన్నమైన వ్యక్తి	He is an opulent person.
ఆయన జీవితం కఠోరమైనది	His life is austere.
