#NAME?	#NAME؟
(1) (Japanese) maple	(1) (جاپانی) میپل
otsukai itadaku	otsukai itadaku
otsukaresama desu	otsukaresama desu
ouke ni naru	اوکے نی نارو
owabi suru	اوابی سورو
owatashi suru	اوتاشی سورو
oyasumi ni naru	oyasumi ni naru
oyobi ni naru	اویوبی نی نارو
oyogemasu ka	oyogemasu ka
oyomi ni naru	اویومی نی نارو
oyorokobi ni naru	oyorokobi ni naru
paatii wa tanoshikatta desu.	paatii wa tanoshikatta desu.
pan o ichimai kudasai	pan o ichimai kudasai
pan o kaimasu	pan o kaimasu
pan o tabemasu	پین یا تبیماسو
pan to gyuunyuu wo kaimashita.	پین ٹو گیونیو وو کیماشیتا۔
pan to miruku de choushoku shimasu	پین سے میروکو ڈی چوشوکو شیماسو
pan wo tabete, koohii wo nomimasu.	pan wo tabete، koohii wo nomimasu.
pasokon de repooto o kakimasu	pasokon de repoto o kakimasu
pasokon de shigoto wo shimasu.	پاسوکون ڈی شیگوٹو وو شیماسو۔
pasokon wo tsukemasu.	pasokon wo tsukemasu.
passive voice — is done / was done	غیر فعال آواز - ہو گیا / کیا گیا تھا۔
past continuous — actions in the past	ماضی مسلسل - ماضی میں اعمال
past perfect — the past of the past	ماضی کامل - ماضی کا ماضی
past simple — finished actions	ماضی کے سادہ - ختم شدہ اعمال
pasupooto wo nakushimashita.	pasupooto wo nakushimashita.
pen de kakimasu	قلم ڈی کاکیماسو
pen de kakimasu.	قلم ڈی کاکیماسو۔
pen ga arimasu	pen ga arimasu
pen o nihon kudasai	قلم اے نہون قدسائی
pen wo kashite kudasai.	قلم وو کشتے قدسائی۔
petto wo katte imasu ka.	پیٹو وو کٹے امامو کا۔
piano ga hikemasu	پیانو گا ہائیکیماسو
porisu ofisaa	porisu ofisaa
prepositions of movement — to / into / through / across...	نقل و حرکت کے ماخذ - میں / میں / کے ذریعے / پار...
prepositions of place — in / on / at / under / above...	جگہ کے ماخذ — میں/ پر/ پر/ نیچے/ اوپر...
prepositions of time — at / on / in / for / since	وقت کے ماخذ — at / on / in / for / since
present continuous — actions now	موجودہ مسلسل - کارروائیاں اب
present perfect continuous — how long	موجودہ کامل مسلسل - کتنی دیر تک
present perfect — have + past participle	موجودہ کامل - ہے + ماضی کا حصہ
present simple — habits & facts	سادہ عادات اور حقائق پیش کریں۔
purezen wo shimashita.	purezen wo shimashita.
purezento o agetai desu	purezento o agetai desu
purezento wo agemasu.	purezento wo agemasu.
purezento wo hirakimasu.	purezento wo hirakimasu.
purezento you de onegaishimasu.	purezento you de onegaishimasu.
puuru de oyogimashita	puuru de yoogimashita
raamen ga suki desu ka.	رامین گا سوکی دیسو کا۔
raamen wo kudasai.	رامین وو قدسائی۔
raamen wo tabetai desu	رامین وو تبتائی دیسو
raamen wo tabete mimasu	raamen wo tabete mimasu
raigetsu no yotei wa?	raigetsu no yotei wa؟
rain de okurimasu.	بارش ڈی اوکوریماسو۔
rainen wa nihon ni ikimasu	بارشیں و نہون نہ اکیماسو
raishuu nihon e iku tsumori desu	raishuu nihon e iku tsumori desu
raishuu wa yasumimasu	raishuu wa yasumimasu
raishuu, kyouto e ikimasu.	raishuu، kyouto e ikimasu.
raku ni narimashita.	راکو نی نرماشیتا۔
rein kooto	لگام کوتو
remon'iro	remon'iro
renraku suru	renraku suru
repooto wo kakimashita.	repoto wo kakimashita.
reported speech — he said that...	رپورٹ شدہ تقریر - انہوں نے کہا کہ ...
reshiito wo kudasai.	reshiito wo kudasai.
resutoran de bangohan wo tabemasu.	resutoran de bangohan wo tabemasu.
resutoran de tabemasu	resutoran de tabemasu
resutoran wa konde imasu.	resutoran wa konde imasu.
return home	گھر واپسی
ribingu de kutsurogimasu.	ribingu de kutsurogimasu.
ribingu ruumu	ribingu ruumu
ringo ga ikko arimasu.	ringo ga ikko arimasu.
ringo mo tabemasu	ringo mo tabemasu
ringo o futatsu kaimashita	ringo o futatsu kaimashita
ringo o futatsu kudasai	رنگو یا فٹاتسو کداسائی
ringo o hitotsu tabemashita	رنگو او ہیتوسو تابیماشیتا
ringo o mittsu kudasai	رنگو یا مٹسو کداسائی
ringo wa akai desu.	رنگو وا اکائی دیسو۔
ringo wa mainichi tabemasu.	ringo wa mainichi tabemasu.
ringo wo futatsu kudasai.	ringo wo futatsu kudasai.
ringo wo hitotsu kudasai.	رنگو وو ہٹوسو کداسائی۔
ringo wo tabemasu	ringo wo tabemasu
rinki ouhen	رنکی اوہین
rirakkusu suru	rirakkusu suru
rokugatsu ni tanjoubi desu	روکوگاٹسو نی تنجوبی ڈیسو
rokuji ni kaerimasu.	روکوجی نی کیریماسو۔
rondon e no koukuuken wo kaimashita.	rondon e no koukuuken wo kaimashita.
rongu taimu nou shii	رونگو تیمو نو شی
ryoukin wa kyori ni shitagatte, takaku narimasu	ریوکین وا کیوری نی شیتاگتے، تاکاکو ناریمسو
ryouri ga tsukuremasu	ryouri ga tsukuremasu
ryouri o naraitai desu	ریوری یا نارائٹائی ڈیسو
ryouri o tsukurimashou	ryouri o tsukurimashou
ryouri suru	ryouri suru
ryoushin to denwa shimasu	ریوشین سے ڈینوا شیماسو
saifu wo ushinaimashita.	saifu wo ushinaimashita.
saifu wo wasuremashita.	saifu wo wasuremashita.
saigo ni	saigo ni
saisan shishi	سائسن شیشی
saizu wa arimasu ka.	Saizu wa Arimasu ka.
sakana ga suki desu	sakana ga suki desu
sakana o ippiki kaimashita	sakana o ippiki kaimashita
sakana wo tabemasu.	sakana wo tabemasu.
sake o nomimasen	نامیماسین کی خاطر
sakkaa ga dekimasu	sakkaa ga dekimasu
samui desu ne.	samui desu ne.
samui kara, mado wo shimete kudasai.	ساموئی کارا، مدو وو شمیٹے کداسائی۔
samukereba, kooto o kimasu	samukereba، kooto o kimasu
san ji ni okimashou.	سان جی نی اوکیماشو۔
san juppun	سان جپپن
san nin no tomodachi ga kimasu.	سان نن نہیں توموداچی گا کماسو۔
sanbyaku en desu.	sanbyaku en desu.
sangatsu ni nihon ni ikimasu	سنگتسو نی نہون نی اکماسو
sanpo shimashou	سانپو شیماشو
saru wa banana ga suki desu.	سارو وا کیلا گا سوکی ڈیسو۔
saru wa ki ni noborimasu.	سارو و کی نی نوبوریماسو۔
satou wa amai desu.	satou wa amai desu.
satou wo iremasu ka.	satou wo iremasu ka.
sayou de gozaimasu	sayou de gozaimasu
sayounara wa kanashii desu.	sayounara wa kanashii desu.
sayounara. mata raishuu.	sayounara. mata raishuu.
sayounara. ogenki de.	sayounara. ogenki de.
section (of track etc)	سیکشن (ٹریک وغیرہ کا)
seiseki ga yoku narimashita.	سیسیکی گا یوکو ناریمشیتا۔
senaka ga kayui desu.	senaka ga kayui desu.
senaka wo nobashimasu.	senaka wo nobashimasu.
sengetsu wa juunigatsu deshita	سینگیٹسو وا جونیگاٹسو دیشیتا
senpai to gohan o tabemashita	سینپائی سے گوہان یا تبماشیتا
senpai toshite ichigon dake iwasete kudasai	سینپائی توشیتے اچی گون ڈکے ایواستے کداسائی
sensei desu ka	احساس دیسو کا
sensei ga kaite, seito ga yomimasu	سینسی گا کاائٹ، سیٹو گا یومیماسو
sensei ni hon wo karite moraimashita	سینسی نی ہون وو کریتے مورائیماشیتا
sensei ni kikimasu	سینسی نی کیکیماسو
sensei ni naritai desu	احساس نی ناریتائی دیسو
sensei ni shitsumon wo shimasu.	سینسی نی شٹسمون وو شیماسو۔
sensei to hanashimasu	حسی سے ہاناشیماسو
sensei tomo aru mono ga, kanji wo machigaeru to wa	سینسی تومو ارو مونو گا، کانجی وو مچیگیرو سے وا
sensei wa kyou wa imasen deshita	سینسی وا کیو وا امسین دیشتا
sensei wa yasashii desu	احساس و یاساشی دیسو
sensei wa yasashii desu.	احساس و یاساشی دیسو۔
sensei, arigatou gozaimasu.	سینسی، اریگاتو گوزیماسو۔
senshuu no nichiyoubi ni umi e ikimashita	senshuu no nichiyoubi ni umi e ikimashita
senshuu toukyou e ikimashita	senshuu toukyou e ikimashita
sentaku suru	sentaku suru
sentaku wo shimasu.	سینٹاکو وو شیماسو۔
sentakumono wo hosu	sentakumono wo hosu
senzai ichigū	senzai ichigū
sessa takuma	sessa takuma
shachou ni aimashita.	شاچو نی اماشیتا۔
shakai mondai	شکائی منڈی
shashin o gomai torimashita	ششین اے گومائی تورماشیتا
shashin o torimashita	شاشین یا تورماشیتا
shashin o torimasu	شاشین یا توریماسو
shashin o totte kudasai	ششین اے ٹوٹے قدسائی
shashin o totte mo ii desu ka	ششین او ٹوٹے مو آئی ڈیسو کا
shashin wo okutte kudasai.	ششین وو اوکٹے قدسائی۔
shashin wo takusan torimashita.	شاشین وو تاکوسن تورماشیتا۔
shashin wo toru	شاشین وو ٹورو
shashin wo totte mo ii desu ka	ششین وو ٹوٹے مو آئی ڈیسو کا
shashin wo totte mo ii desu ka.	ششین وو ٹوٹے مو آئی ڈیسو کا۔
shatsu wa shiroi desu.	shatsu wa shiroi desu.
shatsu wo kaimashita.	shatsu wo kaimashita.
shawaa wo abimasu.	شاوا وو ابیماسو۔
shawaa wo abiru	شاوا وو ابیرو
shidai ni	شیدائی نہیں
shigoto e iku	shigoto e iku
shigoto ga isogashii desu.	shigoto ga isogashii desu.
shigoto ga owatte, kaerimashita.	شیگوٹو گا اووٹے، کیریماشیتا۔
shigoto ga tsurai desu.	شیگوٹو گا تسورائی ڈیسو۔
shigoto ni ikimasu	shigoto ni ikimasu
shigoto ni kagirazu, puraibeeto demo taisetsu desu	shigoto ni kagirazu, puraibeeto demo taisetsu desu
shigoto no tomodachi ga dekimashita.	شیگوٹو نو ٹوموداچی گا ڈیکیماشیتا۔
shigoto o shite imasu	shigoto o shite imasu
shigoto o yametai desu	shigoto o yametai desu
shigoto wa nan desu ka.	شگوتو وا نان دیسو کا۔
shigoto wa nannichi made desu ka.	شیگوتو وا نانیچی نے دیسو کا بنایا۔
shigoto wo ganbarimasu.	shigoto wo ganbarimasu.
shigoto wo yamemashita.	شیگوٹو وو یامیماشیتا۔
shigoto wo yameru	شیگوٹو وو یامیرو
shii yuu reitaa	شی یو ریتا
shiken no toki wa mite wa ikemasen	شکن نو ٹوکی وا مائٹ وا اکیماسن
shimen soka	شیمین سوکا
shinbun o yomimasu ka	شنبون او یومیماسو کا
shinbun wo yomu	شنبون وو یومو
shinchou ni	شنچو نی
shingaku no shidouin toshite hatarakimashita	شنگاکو نو شیدوئن توشیتے ہترکیماشیتا
shingou ga warui desu.	شنگو گا واروئی دیسو۔
shinnen no iwai wo shimasu.	Shinnen no iwai wo shimasu.
shinpai shinaide kudasai	shinpai shinaide kudasai
shinpai shite imasu.	shinpai shite imasu.
shinpai suru	shinpai suru
shio to koshou wo kudasai.	شیو سے کوشو وو کداسائی۔
shio wa shoppai desu.	شیو وا شاپائی دیسو۔
shiroi inu ga imasu.	shiroi inu ga imasu.
shita e sagarimasu	shita e sagarimasu
shitsumon ga arimasu.	shitsumon ga arimasu.
shitsurei shimasu	shitsurei shimasu
shitto daun	shitto daun
shokuji ni sasoimashita	شوکوجی نی ساسوماشیتا
shokuji shite, terebi o mimasu	شوکوجی شائٹ، تیریبی یا میماسو
shoppukii paa	shoppukii paa
shoubousho wa doko desu ka.	شوبوشو وا ڈوکو دیسو کا۔
shouchi no kagiri desu	shouchi no kagiri desu
shouchi shimashita	شوچی شیماشیتا
should — advice	چاہئے - مشورہ
shoushou omachi kudasai	شوشو اوماچی کداسائی
shukudai ga owarimashita	شکودائی گا اواریماشیتا
shukudai ga takusan arimasu.	shukudai ga takusan arimasu.
shukudai o issho ni shimashou	شکودائی اے اسشو نی شیماشو
shukudai o shimasen deshita	shukudai o shimasen deshita
shukudai o shimasu	شکودائی یا شیماسو
shuumatsu ni ryokou ni ikimasu.	شووماتسو نی ریوکو نی ایکماسو۔
shuumatsu to heijitsu to dochira ga suki desu ka	شوماٹسو سے ہیجٹسو سے ڈوچیرا گا سوکی ڈیسو کا
shuumatsu wa kazoku to sugoshimasu.	شووماتسو وا کازوکو سے سوگوشیماسو۔
shuumatsu wa nani wo shimashita ka.	شووماتسو وا نانی وو شیماشیتا کا۔
shuumatsu wa nani wo shimasu ka.	شومتسو وا نانی وو شیماسو کا۔
shuumatsu wa shoppingu shitari, eiga o mitari shimasu	شوماتسو وا شاپنگ شیتاری، ایگا او میتاری شیماسو
shuumatsu wa yasumimasu.	شووماتسو و یاسمیماسو۔
soba ni itara, ureshii desu	soba ni Itara, ureshii desu
sobo wa kashikoi desu.	sobo wa kashikoi desu.
sochira e ikimasu	سوچیرا ای اکیماسو
sofu wa hangohan wo tsukurimasu.	سوفو وا ہانگوہان وو سوکوریماسو۔
soko de	soko de
some / any	کچھ/کوئی
some / any — a few	کچھ / کوئی - چند
some / any — how much or how many	کچھ / کوئی بھی - کتنا یا کتنا
sono ato	sono atto
sono hanashi wo kiite, warawazu ni wa iraremasen deshita	سونو ہانشی وو کیتے، وارازو نی وا ارریماسن دشیتا
sono hon wa takaku nakatta desu	سونو ہون وا تکاکو نکتہ دیسو
sono kawari	سونو قواری
sono keeki wa oishisou desu	سونو کیکی وا اوشیسو دیسو
sono koto wa shitte iru hazu desu	سونو کوٹو وا شٹے ایرو ہزو دیسو
sono shashin o totte kudasai	سونو ششین اے ٹوٹے کداسائی
sono tame	سونو
sono uchi	سونو اچھا
sora ga aoi desu.	sora ga aoi desu.
sora ga hareteiru	sora ga hareteiru
sora ni hoshi ga takusan arimasu.	سورا نی ہوشی گا تاکوسن ارماسو۔
sora ni kumo ga arimasu.	sora ni kumo ga arimasu.
sora ni tori ga imasu.	سورا نی توری گا امامو۔
sora o tobu hikouki de ikimasu	sora o tobu hikouki de ikimasu
sora wa ao desu.	sora wa ao desu.
sora wo mite kudasai.	sora wo mite kudasai.
sora wo tobu	sora wo tobu
sore de	زخم ڈی
sore wa dare no kaban desu ka	sore wa dare no kaban desu ka
sore wa enpitsu desu	زخم wa enpitsu desu
sore wa hon desu	زخم وا ہون دیسو
sore wa ii desu ne	sore wa ii desu ne
sore wa nan desu ka	زخم وا نان دیسو کا
sore wa nan desu ka.	زخم وا نان دیسو کا۔
sore wa oishii desu.	sore wa oishii desu.
sore wa takai desu ne.	sore wa takai desu ne.
sore wa tomodachi no kaban desu	sore wa tomodachi no kaban desu
sore wo kudasai.	زخم wo kudasai.
soredokoro ka	soredokoro ka
sorenimo kakawarazu	sorenimo kakawarazu
soto e dekakemasu	soto e dekakemasu
soto wa samui desu	soto wa samui desu
sotsugyou shimashita.	sotsugyou shimashita.
sou de nakereba	sou de nakereba
sou desu ka	sou desu ka
sou iu wake de	sou iu wake de
souji suru	سوجی سورو
sugu kaette kite kudasai	sugu kaette kite kudasai
suiyoubi ni jugyou ga arimasu.	suiyoubi ni jugyou ga arimasu.
suiyoubi ni kaimono ni ikimasu.	suiyoubi ni kaimono ni ikimasu.
suiyoubi wa tanoshii desu.	suiyoubi wa tanoshii desu.
suki desu	suki desu
sukina mono wa nan desu ka	سکینہ مونو وا نان دیسو کا
sukiyaki o tabemasu	sukiyaki یا tabemasu
sukoshi dake hanasemasu	sukoshi dake hanasemasu
sukoshi dake hanasemasu.	sukoshi dake hanasemasu.
sum up	خلاصہ
sumaho ga kowaremashita.	sumaho ga Kowaremashita.
sumimasen, isogashii desu.	sumimasen، isogashii desu.
sumimasen, osoku narimashita.	sumimasen، osoku narimashita.
sumimasen, tetsudatte kudasai.	sumimasen، tetsudatte kudasai.
sumimasen, toire wa doko desu ka	sumimasen, toire wa doko desu ka
sumimasen. eki wa doko desu ka.	sumimasen ایکی وا ڈوکو دیسو کا۔
sumimasen. mata ato de.	sumimasen mata atto de.
sunde imasu	sunde imasu
supootsu wa nani ga suki desu ka.	سوپوتسو وا نانی گا سوکی دیسو کا۔
supootsu wo suru	supootsu wo suru
sushi ga taberaremasu	sushi ga taberaremasu
sushi no hou ga yakiniku yori suki desu	سوشی نو ہو گا یاکینیکو یوری سوکی ڈیسو
sushi o tabemasen	سشی یا تبیماسن
sushi o tabemasu	سشی یا تبیماسو
sushi o tabetai desu	سشی یا تبتائی دیسو
sushi wa suki desu ga, takai desu	سوشی وا سوکی ڈیسو گا، تاکائی دیسو
sushi wa totemo oishii desu.	سوشی وا ٹوٹیمو اوشی دیسو۔
sushi wo tabeta koto ga arimasu	سوشی وو تبیتا کوٹو گا اریمسو
sushi yori raamen no hou ga suki desu	سوشی یوری رامین نو ہو گا سوکی ڈیسو
suupaa de kaimono shimasu	suupaa de kaimono shimasu
suutsu wo kite shigoto ni ikimasu.	سوٹسو وو پتنگ شیگوٹو نی اکیماسو۔
tabako o suimasen	tabako o suimasen
tabako o suwanaide kudasai	تباکو او سوانائیڈ کداسائی
tabemono ga takusan arimasu.	tabemono ga takusan arimasu.
tabemono to nomimono o kaimasu	tabemono to nomimono o kaimasu
tabemono wa oishii desu	tabemono wa oishii desu
tabemono wo tsukurimasu.	tabemono wo tsukurimasu.
tabeta bakari desu	tabeta bakari desu
tabete kara, osara wo araimasu	تبیتے کارا، اوسارا وو ارائمسو
tadachi ni	tadachi ni
taiyou ga hikatte imasu.	taiyou ga hikatte imasu.
taiyou no hikari wa atatakai desu.	taiyou no hikari wa atatakai desu.
taiyou wa higashi kara noborimasu.	تائیو و ہیگاشی کارا نوبوریماسو۔
takai desu ga, kirei desu.	takai desu ga, kirei desu.
takai yama ni noborimashita.	تاکائی یاما نی نوبوریماشیتا۔
takakereba, kaimasen	takakereba، kaimasen
takeshi san no hon	تکی سان نہیں ہون
takusan no hito ga kimashita.	تاکوسن کوئی ہیتو گا کماشیتا۔
takushii de hoteru ni ikimasu.	takushii de hoteru ni ikimasu.
takushii de ikimashou.	takushii de ikimashou.
takushii no untenshu wa shinsetsu desu.	takushii no untenshu wa shinsetsu desu.
takushii wo yobimasu.	takushii wo yobimasu.
tama ni	تما نی
tamago o yottsu kudasai	تماگو یا یوٹسو کداسائی
tamago wo futatsu kaimashita.	tamago wo futatsu kaimashita.
tamago wo nimasu.	تماگو وو نیماسو۔
tan'i	tan'i
tanaka san ga kimashita	تاناکا سان گا کماشیتا
tanaka san wa sensei desu	تاناکا سان وا سینسی دیسو
tanjoubi ni keeki wo tsukurimasu.	تنجوبی نی کیکی وو سوکوریماسو۔
tanjoubi ni purezento wo moratte ureshikatta desu.	tanjoubi ni purezento wo moratte ureshikatta desu.
