ನಮಸ್ಕಾರ, ನೀವು ಹೇಗಿದ್ದೀರಾ?	Hello, how are you?
ಅವರು ಇದನ್ನು ವಿವರಿಸಲು ಬಂದರು	They came to illustrate this.
ಅದನ್ನು ಉದಾಹರಿಸಿ ಹೇಳಿ	Exemplify and tell.
ಒಂದು ಉದಾಹರಿಸಿ ತೋರಿಸಿ	Show one exemplify.
ವಿಷಯವನ್ನು ವಿಸ್ತಾರವಾಗಿ ತಿಳಿಸಿ	Explain the subject elaborately.
ಅವರು ವಿಸ್ತಾರವಾಗಿ ಮಾತನಾಡಿದರು	They spoke elaborately.
ವಿಷಯವನ್ನು ಸ್ವಲ್ಪ ವಿಸ್ತರಿಸಿ	Expand the subject a bit.
ಅವರು ಮಾಹಿತಿಯನ್ನು ವಿಸ್ತರಿಸಿ	They expand the information.
ವಿವರಗಳನ್ನು ಪರಿಶೀಲಿಸಿ	Verify the details
ದಾಖಲೆಯನ್ನು ಪರಿಶೀಲಿಸಿ	Verify the document
ಹೆಸರನ್ನು ದೃಢೀಕರಿಸಿ	Confirm the name
ದಿನಾಂಕವನ್ನು ದೃಢೀಕರಿಸಿ	Confirm the date
ಅವಕಾಶವನ್ನು ಮೌಲ್ಯೀಕರಿಸಲು ಪ್ರಯತ್ನಿಸಿ	Try to validate the opportunity
ಅದನ್ನು ಮೌಲ್ಯೀಕರಿಸಲು ಸಮಯ ಬೇಕು	Time is needed to validate that
ಅವನು ಗಮನಾರ್ಹ ಸಾಧನೆ ಮಾಡಿದನು	He made a significant achievement
ಅಲ್ಲಿ ಗಣನೀಯ ಪ್ರಮಾಣದ ಹಣವಿದೆ	There is a substantial amount of money there
ಅವಳು ಗಣನೀಯ ಪ್ರಗತಿ ಕಂಡಿದ್ದಾಳೆ	She has made substantial progress
ಅದು ಗಣನೀಯ ವ್ಯತ್ಯಾಸವಾಗಿದೆ	That is a considerable difference
ಅಲ್ಲಿ ಗಣನೀಯ ಸಂಖ್ಯೆಯ ಜನ ఉన్నారు	There are a considerable number of people there
ಇದು ಕನಿಷ್ಠ ಬದಲಾವಣೆಯಾಗಿದೆ	This is a marginal change
ಅವನಿಗೆ ಕನಿಷ್ಠ ಲಾಭವಾಯಿತು	He got a marginal profit
ಅದು ಕ್ರಮೇಣ ಸುಧಾರಿಸಿತು	It improved gradually
ಅವಳು ಕ್ರಮೇಣ ಕಲಿತಾಳೆ	She learned gradually
ಬೆಲೆಗಳು ಏರಿಳಿತ ಆಗುತ್ತವೆ	Prices fluctuate
ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಏರಿಳಿತ ಇದೆ	There is fluctuation in the market
ಅವನು ಶಿಖರ ಏರಿದನು	He climbed the peak
ಇದು ಎತ್ತರದ ಶಿಖರ	This is a high peak
ಅವಳು ಪ್ರಸ್ಥಭೂಮಿಯಲ್ಲಿ ನಡೆಯುತ್ತಿದ್ದಾಳೆ	She is walking on the plateau
ಇದು ವಿಶಾಲವಾದ ಪ್ರಸ್ಥಭೂಮಿ	This is a vast plateau
ಅವನತಿಯನ್ನು ತಡೆಯಿರಿ	Stop the decline
ಸಾಮ್ರಾಜ್ಯದ ಅವನತಿ ಆರಂಭವಾಯಿತು	The decline of the empire began
ಹೊಸ ಪ್ರವೃತ್ತಿ ಬಂದಿದೆ	A new trend has come
ಇದು ಇಂದಿನ ಪ್ರವೃತ್ತಿ	This is today's trend
ಬೆಲೆ ಏರಿಕೆ ಆಗಿದೆ	There is a price rise
ನದಿಯಲ್ಲಿ ನೀರಿನ ಏರಿಕೆ ಇದೆ	There is a rise in river water
ಅವು ಕೆಳಗೆ ಬೀಳುತ್ತವೆ	They fall down
ಎಲ್ಲೆಂದೂ ಎಲೆಗಳು ಬೀಳುತ್ತವೆ	Leaves always fall
ಸಕ್ಕರೆಯ ಬೆಲೆಯಲ್ಲಿ ಹೆಚ್ಚಳವಾಗಿದೆ	There is an increase in sugar price
ಜನಸಂಖ್ಯೆಯ ಹೆಚ್ಚಳ ದೊಡ್ಡ ಸಮಸ್ಯೆ	Population increase is a big problem
ತಾಪಮಾನದ ಇಳಿಕೆ ಕಂಡುಬಂದಿದೆ	A decrease in temperature was seen
ಬೆಲೆಯಲ್ಲಿ ಇಳಿಕೆ ಇದೆ	There is a decrease in price
ಬೆಲೆ ಉಲ್ಬಣವು ಆಗಿದೆ	There is a price surge
ಸಮಸ್ಯೆಯ ಉಲ್ಬಣವು ಭಯಾನಕವಾಗಿದೆ	The surge of the problem is scary
ಅವನು ಇಳಿಮುಖನಾದನು	He went downwards
ದಾರಿಯು ಇಳಿಮುಖವಾಗಿದೆ	The road is sloping downwards
ಪಕ್ಷಿ ಸೋರ್ ಮಾಡಿತು	The bird soared
ಆಕಾಶದಲ್ಲಿ ಸೋರ್ ನೋಡಿ	Look at the soar in the sky
ರಾಕೆಟ್ ಮೇಲೆ ಹೋಯಿತು	The rocket went up
ಅವನು ರಾಕೆಟ್ ತಯಾರಿಸಿದನು	He built a rocket
ಬೆಲೆಯನ್ನು ಸ್ಥಿರಗೊಳಿಸು	Stabilize the price
ಅವಳು ತನ್ನ ಮನಸ್ಸನ್ನು ಸ್ಥಿರಗೊಳಿಸು ಮಾಡಿದಳು	She stabilized her mind
ಅದು ಮಟ್ಟ ಆಫ್ ಆಗಿದೆ	It has leveled off
ಈ ಮಟ್ಟ ಆಫ್ ಸರಿಯಾಗಿದೆ	This level off is correct
ಅಲ್ಲಿ ಒಂದು ಅದ್ದು ಇದೆ	There is a dip there
ನೀರಿನ ಅದ್ದು ದೊಡ್ಡದಾಗಿದೆ	The dip in water is large
ಇದು ಒಂದು ಸ್ಪೈಕ್ ಆಗಿದೆ	This is a spike
ಅವನು ಸ್ಪೈಕ್ ನೋಡಿದನು	He saw the spike
ಪುಸ್ತಕಗಳ ಸಂಖ್ಯೆ ಮೀರಿದೆ	The number of books has exceeded
ಅವರ ಸಂಖ್ಯೆ ಮೀರಿದೆ	Their number has exceeded
ಅನುಪಾತ ಸರಿಯಾಗಿಲ್ಲ	The proportion is not correct
ಅವಳು ಅನುಪಾತವನ್ನು ಗಮನಿಸಿದಳು	She noticed the proportion
ಶೇಕಡಾವಾರು ಎಷ್ಟು ಇದೆ?	What is the percentage?
ಶೇಕಡಾವಾರು ಹೆಚ್ಚಾಗಿದೆ	The percentage has increased
ಆಕೃತಿ ಚೆನ್ನಾಗಿದೆ	The figure is good
ಅವಳು ಒಂದು ಆಕೃತಿ ಬಿಡಿಸಿದಳು	She drew a figure
ಅಂಕಿಅಂಶಗಳು ಮುಖ್ಯವಾಗಿವೆ	Statistics are important
ಇದು ಒಂದು ಹೋಲಿಕೆ	This is a comparison
ಹೋಲಿಕೆ ಮಾಡಿ ನೋಡಿ	Try making a comparison
ಅದು ಅಂದಾಜು ಒಂದು ಕಿಲೋ	That is approximately one kilo
ಅವನು ಅಂದಾಜು ಮಾಡಿದನು	He estimated
ಸರಿಸುಮಾರು ಹತ್ತು ಜನರು ಬಂದರು	Approximately ten people came
ಸರಿಸುಮಾರು ಒಂದು ಗಂಟೆ ಬೇಕು	It takes approximately one hour
ಅದು ಸ್ಥೂಲವಾಗಿ ಹೇಳಲಾಗಿದೆ	It is said roughly
ಸ್ಥೂಲವಾಗಿ ಅಂದಾಜು ಮಾಡಿ	Estimate it roughly
ಬೆಲೆ ಮೀರುತ್ತದೆ ಎಂದುಕೊಂಡೆ	I thought it would exceed
ಸಮಯವು ಮೀರುತ್ತದೆ	The time will exceed
ಇದು ಎಲ್ಲವನ್ನೂ ಒಳಗೊಂಡಿರುತ್ತದೆ	This comprises everything
ತಂಡವು ಐದোজনನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ	The team
ಅದನ್ನು ನನ್ನ ಖಾತೆಗೆ ಹಾಕಿ	Put that in my account
ಅವಳು ಖಾತೆಗೆ ಹಣ ಪೀಡಿಸಿದಳು	She paid the account
ಬೆಲೆ ಸ್ಥಿರವಾಗಿ ಇದೆ	The price is steady
ಅವನು ಸ್ಥಿರವಾಗಿ ನಡೆಯುತ್ತಿದ್ದಾನೆ	He is walking steadily
ಬೆಲೆ ತೀವ್ರವಾಗಿ ಏರಿತು	The price rose sharply
ಅವಳು ತೀವ್ರವಾಗಿ ಉಸಿರಾಡುತ್ತಿದ್ದಾಳೆ	She is breathing sharply
ಕಥೆ ನಾಟಕೀಯವಾಗಿ ಬದಲಾಯಿತು	The story changed dramatically
ಅವಳು ನಾಟಕೀಯವಾಗಿ ಮಾತನಾಡುತ್ತಾಳೆ	She speaks dramatically
ಅವನು ಗಮನಾರ್ಹವಾಗಿ ಬೆಳೆದಿದ್ದಾನೆ	He has grown noticeably
ಅಲ್ಲಿ ಗಮನಾರ್ಹವಾಗಿ ವ್ಯತ್ಯಾಸವಿದೆ	There is a noticeable difference there
ಒಟ್ಟಾರೆ ಫಲಿತಾಂಶ ಚೆನ್ನಾಗಿದೆ	The overall result is good
ಒಟ್ಟಾರೆ ಪರಿಸ್ಥಿತಿ ಸರಿಯಾಗಿದೆ	The overall situation is correct
ಅವನು ಬಂದ ಆದರೆ ನಾನು ಹೋಗಿದೆನು	He came but I left
ಅವನು ಓದುತ್ತಿದ್ದ ಅದೇ ಸಮಯದಲ್ಲಿ ಮಳೆ ಬಂದಿತು	It rained whilst he was reading
ಮಳೆ ಬಂದಿತು ಪರಿಣಾಮವಾಗಿ ಬೆಳೆ ಬೆಳೆಯಿತು	It rained as
ಉದಾಹರಣೆಗೆ ಒಂದು ಕಥೆ ಹೇಳಿ	Tell a story for instance.
ಉದಾಹರಣೆಗೆ ಇದನ್ನು ನೋಡಿ	Look at this for instance.
ಉದಾಹರಣೆಗೆ ಈ ಹಣ್ಣು ಸಿಹಿಯಾಗಿದೆ	For example, this fruit is sweet.
ಉದಾಹರಣೆಗೆ ಅವರು ಬಂದರು	For example, they came.
ಜೊತೆಗೆ ಒಂದು ಪುಸ್ತಕ ತನ್ನಿ	Bring a book in addition.
ನನ್ನ ಜೊತೆಗೆ ಬನ್ನಿ	Come with me in addition.
ಆರಂಭಿಸಲು ನಾವು ಸಿದ್ಧರಿದ್ದೇವೆ	We are ready to begin with.
ಅವನು ಆರಂಭಿಸಲು ಕಾಯುತ್ತಿದ್ದಾನೆ	He is waiting to begin with.
ಎಲ್ಲವನ್ನೂ ಒಟ್ಟುಗೂಡಿಸಲು ಸಮಯ ಬೇಕು	Time is needed to sum up everything.
ಅವಳು ಎಲ್ಲವನ್ನೂ ಒಟ್ಟುಗೂಡಿಸಲು ಪ್ರಯತ್ನಿಸಿದಳು	She tried to sum up everything.
ತೀರ್ಮಾನದಲ್ಲಿ ನಾವು ಗೆದ್ದೆವು	In conclusion, we won.
ತೀರ್ಮಾನದಲ್ಲಿ ಅವರು ಒಪ್ಪಿದರು	In conclusion, they agreed.
ಅಂತಿಮವಾಗಿ ಸತ್ಯ ಗೆಲ್ಲುತ್ತದೆ	Ultimately, truth wins.
ಅದು ಸ್ಪಷ್ಟವಾಗಿ ಕಾಣುತ್ತಿದೆ	It is evidently visible.
ಅವಳು ಸ್ಪಷ್ಟವಾಗಿ ಮಾತನಾಡಿದಳು	She spoke evidently.
ಅವರು ಇದನ್ನು ಒಪ್ಪಿಕೊಂಡಿದ್ದಾರೆ	They have admittedly accepted this.
ನಾನು ಅದನ್ನು ಒಪ್ಪಿಕೊಂಡಿದ್ದಾರೆ ಎಂದು ತಿಳಿದಿದ್ದೇನೆ	I know that they have admittedly accepted it.
ನಿರ್ವಿವಾದವಾಗಿ ಅವನು ಚತುರ	Undeniably, he is clever.
ಇದು ನಿರ್ವಿವಾದವಾಗಿ ಸರಿ	This is undeniably correct.
ತೋರಿಕೆಯಲ್ಲಿ ಅವಳು ಶಾಂತವಾಗಿದ್ದಾಳೆ	Seemingly, she is calm.
ತೋರಿಕೆಯಲ್ಲಿ ಇದು ಸುಲಭವಾಗಿದೆ	Seemingly, this is easy.
ಅವನು ಸಂಭಾವ್ಯವಾಗಿ ಬರುತ್ತಾನೆ	He will presumably come.
ಅದು ಸಂಭಾವ್ಯವಾಗಿ ಸರಿಯಾಗಿರುತ್ತದೆ	It will presumably be correct.
ಅವರು ವಿಷಯವನ್ನು ಸ್ಪಷ್ಟಪಡಿಸುತ್ತವೆ	They elucidate the subject
ಈ ಅಂಶಗಳು ಸತ್ಯವನ್ನು ಸ್ಪಷ್ಟಪಡಿಸುತ್ತವೆ	These points elucidate the truth
ಸಾಕ್ಷಿಗಳು ಇದನ್ನು ದೃಢೀಕರಿಸುತ್ತವೆ	The witnesses corroborate this
ದಾಖಲೆಗಳು ವಿಷಯವನ್ನು ದೃಢೀಕರಿಸುತ್ತವೆ	The documents corroborate the matter
ಅಲ್ಲಿಂದ ಸತ್ಯವನ್ನು ಹೊರತೆಗೆಯಿರಿ	Extrapolate the truth from there
ಸಂಪನ್ಮೂಲಗಳನ್ನು ಸಂಶ್ಲೇಷಿಸಿ	Synthesize the resources
ಎಲ್ಲಾ ಅಂಶಗಳನ್ನು ಸಂಶ್ಲೇಷಿಸಿ	Synthesize all the points
ಗಡಿಯನ್ನು ನಿರೂಪಿಸಿ	Delineate the boundary
ಯೋಜನೆಯನ್ನು ನಿರೂಪಿಸಿ	Delineate the plan
ಅವಳು ಅವನನ್ನು ಅವಕ್ಷೇಪ	She precipitate him
ಈ ಕ್ರಮವು ಅವಕ್ಷೇಪ	This measure is precipitate
ನೋವನ್ನು ತಗ್ಗಿಸು	Mitigate the pain
ಅಪಾಯವನ್ನು ತಗ್ಗಿಸು	Mitigate the danger
ತಪ್ಪುಗಳು ಪರಿಸ್ಥಿತಿಯನ್ನು ಉಲ್ಬಣಗೊಳಿಸುತ್ತವೆ	Mistakes exacerbate the situation
ಸಮಸ್ಯೆಗಳು ಘಟನೆಯನ್ನು ಉಲ್ಬಣಗೊಳಿಸುತ್ತವೆ	Problems exacerbate the incident
ಅವರು ಸಮಯವನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುತ್ತಾರೆ	They ascertain the time
ಅವರು ಹೆಸರನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುತ್ತಾರೆ	They ascertain the name
ನಿಜವನ್ನು ಪ್ರತಿಪಾದಿಸಿ	Postulate the truth
ಸಿದ್ಧಾಂತವನ್ನು ಪ್ರತಿಪಾದಿಸಿ	Postulate the theory
ನ್ಯಾಯಾಧೀಶರು ತೀರ್ಪು ನೀಡಿ	The judge adjudicate
ಈಗ ತೀರ್ಪು ನೀಡಿ	Adjudicate now
ಎರಡು ತಂಡಗಳನ್ನು ಸಂಯೋಜಿಸು	Amalgamate two teams
ಕಂಪನಿಗಳನ್ನು ಸಂಯೋಜಿಸು	Amalgamate the companies
ಇದು ವೇಗವರ್ಧಕ ಕೆಲಸ	This is a catalyze work
ಅದು ರಾಸಾಯನಿಕ ವೇಗವರ್ಧಕ	That is a chemical catalyze
ದಾರಿಯನ್ನು ತಪ್ಪಿಸಿಕೊಳ್ಳು	Circumvent the path
ಸಮಸ್ಯೆಯನ್ನು ತಪ್ಪಿಸಿಕೊಳ್ಳು	Circumvent the problem
ಎರಡು ವಿಷಯಗಳನ್ನು ಒಗ್ಗೂಡಿಸು	Conflate two subjects
ಅన్ని ಮಾಹಿತಿಯನ್ನು ಒಗ್ಗೂಡಿಸು	Conflate all information
ಅವರು ಇದನ್ನು ಅರ್ಥೈಸಿಕೊಳ್ಳುತ್ತವೆ	They construe this
ಅವರು ಮಾತನ್ನು ಅರ್ಥೈಸಿಕೊಳ್ಳುತ್ತವೆ	They construe the words
ಇದು ಕಠಿಣ ಅರ್ಥವಿವರಣೆ	This is a difficult decipher
ಅಕ್ಷರಗಳ ಅರ್ಥವಿವರಣೆ ಮಾಡಿ	Do the decipher of letters
ಅವರು ಪತ್ರವನ್ನು ಸೂಕ್ಷ್ಮವಾಗಿ ಪರಿಶೀಲಿಸುತ್ತಾರೆ	They scrutinize the letter
ಅವರು ದಾಖಲೆಯನ್ನು ಸೂಕ್ಷ್ಮವಾಗಿ ಪರಿಶೀಲಿಸುತ್ತಾರೆ	They scrutinize the document
ಜನರು ಅದನ್ನು ಖಂಡಿಸುತ್ತಾರೆ	People denounce that
ಅವರು ಈ ಕೃತ್ಯವನ್ನು ಖಂಡಿಸುತ್ತಾರೆ	They denounce this act
ಅವಳು ಅದನ್ನು ಅಸಮ್ಮತಿಸು	She deprecate that
ಈ ನಿರ್ಧಾರವನ್ನು ಅಸಮ್ಮತಿಸು	Deprecate this decision
ಅವನ ಅವಹೇಳನ ಮಾಡು	Do his disparage
ಅವರ ಅವಹೇಳನ ಸರಿಯಲ್ಲ	Their disparage is not right
ಸುದ್ದಿಯನ್ನು ಪ್ರಸಾರ ಮಾಡು	Disseminate the news
ಮಾಹಿತಿಯನ್ನು ಪ್ರಸಾರ ಮಾಡು	Disseminate the information
ಎಲ್ಲವನ್ನೂ ಆವರಿಸು	Encapsulate everything
ವಿಷಯವನ್ನು ಆವರಿಸು	Encapsulate the topic
ಸಂಖ್ಯೆಯನ್ನು ಎಣಿಸಿ	Enumerate the number
ಹೆಜ್ಜೆಗಳನ್ನು ಎಣಿಸಿ	Enumerate the steps
ಕೆಟ್ಟ ಅಭ್ಯಾಸವನ್ನು ಬಿಟ್ಟುಬಿಡಿ	Eschew bad habits
ಅವನನ್ನು ಬಿಟ್ಟುಬಿಡಿ	Eschew him
ಕೆಲಸವನ್ನು ತ್ವರಿತಗೊಳಿಸು	Expedite the work
ಪ್ರಕ್ರಿಯೆಯನ್ನು ತ್ವರಿತಗೊಳಿಸು	Expedite the process
ನೀರಿನ ಆಳ ನೋಡು	See the fathom of water
ಆಳ ತಿಳಿಯಿರಿ	Know the fathom
ಅವುಗಳು ಅವನನ್ನು ಸೂಚಿಸುತ್ತವೆ	They implicate him
ಸಾಕ್ಷ್ಯಗಳು ಸತ್ಯವನ್ನು ಸೂಚಿಸುತ್ತವೆ	Evidences implicate the truth
ಚಿತ್ರಗಳನ್ನು ಜೋಡಿಸಿ	Juxtapose the pictures
ಎರಡು ಕಡೆಗಳನ್ನು ಜೋಡಿಸಿ	Juxtapose two sides
ಅವ權ನ್ನು ಕಾನೂನುಬದ್ಧಗೊಳಿಸು	Legitimize him
ಈ ಕ್ರಮವನ್ನು ಕಾನೂನುಬದ್ಧಗೊಳಿಸು	Legitimize this step
ನೆನಪನ್ನು ಶಾಶ್ವತಗೊಳಿಸು	Perpetuate the memory
ಸಂಬಂಧವನ್ನು ಶಾಶ್ವತಗೊಳಿಸು	Perpetuate the relationship
ಅವನನ್ನು ತಡೆಯಿರಿ	Preclude him
ಅವಕಾಶವನ್ನು ತಡೆಯಿರಿ	Preclude the opportunity
ಅವರು ಮಾತನ್ನು ಪುನರುಚ್ಚರಿಸುತ್ತಾರೆ	They reiterate the words
ಅವರು ಹೊಸ ಷರತ್ತು ವಿಧಿಸಿ ಹೇಳಿದರು	They stipulated new conditions.
ಒಪ್ಪಂದದಲ್ಲಿ ಷರತ್ತು ವಿಧಿಸಿ ಬರೆದಿದ್ದಾರೆ	They have stipulated conditions in the agreement.
ನೀವು ನಿಜವನ್ನು ಊಹಿಸಿ ಹೇಳಬೇಡಿ	Do not guess the truth.
ಅವನು ಕಾರಣವನ್ನು ಊಹಿಸಿ ನೋಡಿದನು	He tried to surmise the reason.
ಈ ಭಾವನೆಗಳು ಎಲ್ಲವನ್ನೂ ಮೀರುತ್ತವೆ	These feelings transcend everything.
ಅವು ಮಿತಿಗಳನ್ನು ಮೀರುತ್ತವೆ	They transcend the limits.
ಅವಳು ಹೆಸರಿನ ಕೆಳಗೆ ಅಂಡರ್ಸ್ಕೋರ್ ಹಾಕಿದಳು	She put an underscore under the name.
ಇಲ್ಲಿ ಅಂಡರ್ಸ್ಕೋರ್ ಬಳಸಬೇಡಿ	Do not use underscore here.
ಅವರು ರಹಸ್ಯವನ್ನು ಬಿಚ್ಚಿಡುತ್ತಾರೆ	They unravel the secret.
ಮಕ್ಕಳು ಗೊಂದಲವನ್ನು ಬಿಚ್ಚಿಡುತ್ತಾರೆ	The children unravel the confusion.
ಕೆಲವು ಮಾತುಗಳು ವ್ಯಕ್ತಿಯನ್ನು ನಿಂದಿಸುತ್ತವೆ	Some words vilify the person.
ಸುಳ್ಳು ಆರೋಪಗಳು ಅವರನ್ನು ನಿಂದಿಸುತ್ತವೆ	False allegations vilify them.
ನೀವು ನಿಮ್ಮನ್ನು ಸಮರ್ಥಿಸಿಕೊಳ್ಳಿ	You vindicate yourself.
ನ್ಯಾಯಾಲಯವು ಅವನನ್ನು ಸಮರ್ಥಿಸಿಕೊಳ್ಳಿ ಎಂದು ಹೇಳಿತು	The court told him to vindicate himself.
ಅವನು ಎರಡು ಅಲಗಿನ ಕತ್ತಿ ಬಳಸಿದನು	He used a double-edged sword.
ಈ ನಿರ್ಧಾರವು ಎರಡು ಅಲಗಿನ ಕತ್ತಿ ಇದ್ದಂತೆ	This decision is like a double-edged sword.
ಅವನು ವಿಷಯದ ತಿರುಳು ತಿಳಿಸಿದನು	He explained the crux of the matter.
ನಮಗೆ ವಿಷಯದ ತಿರುಳು ಅರ್ಥವಾಯಿತು	We understood the crux of the matter.
ಅದು ಒಂದು ಪ್ರಮುಖ ಅಂಶ ಆಗಿದೆ	That is a moot point.
ನಾವು ಒಂದು ಪ್ರಮುಖ ಅಂಶ ಚರ್ಚಿಸೋಣ	Let us discuss a moot point.
ದೀರ್ಘಾವಧಿಯಲ್ಲಿ ಇದು ಒಳ್ಳೆಯದು	In the long run, this is good.
ದೀರ್ಘಾವಧಿಯಲ್ಲಿ ಲಾಭ ಸಿಗುತ್ತದೆ	Profit will come in the long run.
ಹೊಸ ಬೆಳಕಿನಲ್ಲಿ ಸತ್ಯ ತಿಳಿಯಿತು	The truth became clear in light of new things.
ಈ ಬೆಳಕಿನಲ್ಲಿ ನಾವು ಯೋಚಿಸಬೇಕು	We must think in light of this.
ಅದೇ ಟೋಕನ್ ಮೂಲಕ ಅವನು ಬಂದನು	He came by the same token.
ಅದೇ ಟೋಕನ್ ಮೂಲಕ ಇದನ್ನು ಮಾಡಿ	Do this by the same token.
ಅವನು ತನ್ನ ವೆಚ್ಚದಲ್ಲಿ ಇದನ್ನು ಮಾಡಿದನು	He did this at the expense of his own.
ಅದು ನನ್ನ ವೆಚ್ಚದಲ್ಲಿ ನಡೆಯಿತು	It happened at the expense of mine.
ಅವನು ನೀಲಿ ಹೊರಗೆ ಬಂದನು	He came out of the blue.
ಅವಳು ಒಂದು ಪಿಂಚ್ ಉಪ್ಪಿನೊಂದಿಗೆ ಅಡುಗೆ ಮಾಡಿದಳು	She cooked with a pinch of salt.
ಇದನ್ನು ಒಂದು ಪಿಂಚ್ ಉಪ್ಪಿನೊಂದಿಗೆ ತಿನ್ನು	Eat this with a pinch of salt.
ಅವನು ನ ಅಂಚಿನಲ್ಲಿದೆ ಎಂದು ಹೇಳಿದನು	He said he is on the verge of.
