#NAME?	#اسم؟
(1) (Japanese) maple	(1) (اليابانية) القيقب
itsudemo renraku dekimasu	itudemo renraku dekimasu
itte kimasu	itte kimasu
ja mata	جا ماتا
ja, betsu no hi ni shimashou.	جا، بيتسو نو هاي ني شيماشو.
ja:	جا:
jaa mata	جا ماتا
jaa ne	جاا ني
jaku niku kyoushoku	جاكو نيكو كيوشوكو
jigou jitoku	jigou jitoku
jikan doori	جيكان دورى
jikan ga areba, aimashou.	جيكان جا أريبا، أيماشو.
jikan ga areba, toshokan ni ikimasu	جيكان جا أريبا، توشوكان ني إيكيماسو
jikan ga arimasen	جيكان جا أريماسين
jikan ga arimasen.	جيكان جا أريماسين.
jikan ga arimasu ka.	جيكان جا أريماسو كا.
jikan ga attara, ai ni ikimasu	جيكان جا أتارا، آي ني إيكيماسو
jikan ga attara, tetsudaimasu	جيكان جا أتارا، تيتسودايماسو
jikan ga tatsu ni tsurete, wasurete shimaimasu	jikan ga tatsu ni tsurete، Wasurete shiimasu
jikan wo mamotte kudasai.	جيكان وو ماموت كوداساي.
jikan wo sugosu	جيكان وو سوجوسو
jiko shinkoku	جيكو شينكوكو
jimusho de kaigi ga arimasu	جيموشو دي كايجي جا أريماسو
jisho de shirabemasu	جيشو دي شيرابيماسو
jisho ga nai to, wakarimasen	جيشو جا ناي إلى، واكاريماسين
jitai ga koko ni itatte, yatto kare wa kizukimashita	jitai ga koko ni itatte، yatto kare wa kizukimashita
jitensha de gakkou ni ikimasu	جيتنشا دي جاكو ني إيكيماسو
jitensha de ikimasu.	جيتنشا دي إيكيماسو.
jitensha de toshokan ni ikimasu.	جيتنشا دي توشوكان ني إيكيماسو.
jitensha ga hoshii desu	جيتنشا جا هوشي ديسو
jitensha ni noremasu	جيتنشا ني نوريماسو
jitensha ni norimasu.	جيتنشا ني نوريماسو.
jitensha ni notte, kouen e ikimasu	جيتينشا ني نوت، كوين إي إيكيماسو
jitensha o nidai kaimashita	جيتينشا أو نيداي كايماشيتا
jitensha o oshimasu	جيتينشا أو أوشيماسو
jitsu ni	جيتسو ني
jitsu wa	جيتسو وا
jitsu wo iu to	جيتسو وو آيو
jiyuu jikan	jiyuu jikan
jpN1-a	jpN1-أ
jpN1-b	jpN1-ب
jpN1-c	jpN1-ج
jpN1-d	jpN1-د
jpN1-e	jpN1-e
jpN1-f	jpN1-f
jpN1-g	jpN1-ز
jpN1-h	jpN1-ح
jpN2-a	jpN2-أ
jpN2-b	jpN2-ب
jpN2-c	jpN2-ج
jpN2-d	jpN2-د
jpN2-e	jpN2-e
jpN2-f	jpN2-f
jpN2-g	jpN2-ز
jpN2-h	jpN2-ح
jpN3-a	jpN3-أ
jpN3-b	jpN3-ب
jpN3-c	jpN3-ج
jpN3-d	jpN3-د
jpN3-e	jpN3-e
jpN3-f	jpN3-و
jpN3-g	jpN3-ز
jpN3-h	jpN3-ح
jpN3-i	jpN3-i
jpN3-j	jpN3-ي
jpN4-a	jpN4-أ
jpN4-b	jpN4-ب
jpN4-c	jpN4-ج
jpN4-d	jpN4-د
jpN4-e	jpN4-e
jpN4-f	jpN4-و
jpN4-g	jpN4-ز
jpN4-h	jpN4-ح
jpN4-i	jpN4-i
jpN4-j	jpN4-ي
jpN5-a	jpN5-أ
jpN5-b	jpN5-ب
jpN5-c	jpN5-ج
jpN5-d	jpN5-د
jpN5-e	jpN5-e
jpN5-f	jpN5-f
jpN5-g	jpN5-ز
jpN5-h	jpN5-ح
jugyou de shitsumon shimasu	jugyou دي شيتسومون شيماسو
junbi suru	junbi suru
jutchuu hakku	جوتشو هاكو
juu ji ni nemasu.	جو جي ني نيماسو.
juu made kazoete kudasai.	جو صنع كازوتي كوداساي.
juu too	جو أيضا
juu wa ookii kazu desu.	juu wa okii kazu desu.
juu(shichi/nana)nichi	جو (شيتشي / نانا)نيتشي
juugofun mae desu.	juugofun ماي ديسو.
juuichiji goro nemasu.	juuichiji goro nemasu.
juuichiji ni nemasu.	juuichiji ni nemasu.
juuji ni okimasu	juuji ni okimasu
juunin toiro	جونين تويرو
juusho ga wakattara, oshiemasu	جوشو جا واكاتارا، أوشيماسو
juusho henkou	جوشو هنكو
juuyou ni suru	juuyou ني سورو
jyuusu wo nomitai desu.	jyuusu wo nomitai desu.
kaa petto	كا بيتو
kaado de onegaishimasu.	كادو دي أونيجايشيماسو.
kaado demo ii desu ka.	kaado التجريبي الثاني desu كا.
kaban ni hon wo iremashita.	كابان ني هون وو إيريماشيتا.
kaban no naka ni hon ga arimasu	كابان نو ناكا ني هون جا أريماسو
kaban no naka ni hon ga arimasu.	كابان نو ناكا ني هون جا أريماسو.
kaban o kaimashita	كابان أو كيماشيتا
kaban o mochimashou ka	كابان أو موتشيماشو كا
kaban o mochimasu	كابان أو موتشيماسو
kaban to ryukku o motte imasu	كابان إلى ريوكو أو موتي إيماسو
kaban wo kaimashita.	كابان وو كايماشيتا.
kachou fuugetsu	كاتشو فوجيتسو
kaeri ni suupaa e ikimasu	kaeri ni suupaa e ikimasu
kaeru wa mizu no soba ni imasu.	kaeru wa mizu no soba ni imasu.
kaeru wa pyonpyon tobimasu.	كايرو وا بيونبيون توبيماسو.
kaesu koto ga dekimasu ka.	kaesu koto ga dekimasu ka.
kagi ga mitsukarimashita	كاجي جا ميتسوكاريماشيتا
kagi wo kagi ni sashimasu.	كاجي وو كاجي ني ساشيماسو.
kagi wo kakeru	كاجي وو كاكيرو
kagi wo wasuremashita.	kagi wo Wasuremashita.
kagi wo wasurete shimaimashita	كاجي وو واسوريتي شيمايماشيتا
kaidan wo onegaishimasu	كايدان وو أونيجايشيماسو
kaigai kara tomodachi ga kimasu.	كايجاي كارا توموداتشي جا كيماسو.
kaigai ni itta koto ga arimasu.	كايجاي ني إيتا كوتو جا أريماسو.
kaigai ryokou ga suki desu.	كايجاي ريوكو جا سوكي ديسو.
kaigi ga arimasu.	كايجي جا أريماسو.
kaigi wa raishuu desu.	kaigi wa raishuu desu.
kaikei o onegaishimasu	كايكي أو أونيجايشيماسو
kaimono kago	كايمونو كاجو
kaimono ni ikimashou	كايمونو ني إيكيماشو
kaimono ni ikitai desu ka	كايمونو ني إيكيتاي ديسو كا
kaimono no uketsuke wa doko desu ka.	كايمونو نو أوكيتسوكي وا دوكو ديسو كا.
kaimono suru	كايمونو سورو
kaisha de hatarakimasu.	كايشا دي هاتاراكيماسو.
kaisha e tsutome ni ikimasu	كايشا إي تسوتومي ني إيكيماسو
kaisha ni chikoku shimashita.	كايشا ني تشيكوكو شيماشيتا.
kaisha ni tsuitara, denwa shimasu	كايشا ني تسويتارا، دينوا شيماسو
kaisha ni tsutomete imasu	كايشا ني تسوتوميت إيماسو
kaisha no tomodachi ni aimasu	كايشا لا توموداتشي ني أيماسو
kaisha wa toukyou ni arimasu.	كايشا وا توكيو ني أريماسو.
kaisha wa uchi kara chikai desu.	كايشا وا أوتشي كارا تشيكاي ديسو.
kaite kudasai	كايت كوداساي
kaite kudasai.	كايت كوداساي.
kaitsumande ieba	kaitsumande ieba
kaji desu!	كاجي ديسو!
kakunin meeru wo okurimasu.	كاكونين ميرو وو أوكوريماسو.
kami o kirimasu	كامي أو كيريماسو
kami o nanmai kudasai	كامي أو نانماي كوداساي
kami o sanmai kudasai	كامي أو سانماي كوداساي
kamu in	كامو في
kana o kakimasu	كانا أو كاكيماسو
kanashii desu.	كاناشي ديسو.
kane ga tarimasen.	كين جا تاريماسين.
kangaete imasu	kangaete imasu
kanji ga yomemasu	كانجي جا يوماسو
kanji wo renshuu shimasu.	كانجي وو رينشو شيماسو.
kankyou ni kansuru kenkyuu wo shite imasu	كانكيو ني كانسورو كينكيوو لا يخيفه
kanojo ga imasu.	كانوجو جا إيماسو.
kanojo ga kureba, hanashimasu	كانوجو جا كوريبا، هاناشيماسو
kanojo wa ichiban kirei desu	كانوجو وا إيشيبان كيري ديسو
kanojo wa isha desu.	كانوجو وا إيشا ديسو.
kanojo wa kirei desu.	كانوجو وا كيري ديسو.
kanojo wa nakidasan bakari no kao wo shite imashita	كانوجو وا ناكيداسان باكاري نو كاو وو شيتي إيماشيتا
kanojo wa uta ga suki desu.	كانوجو وا أوتا جا سوكي ديسو.
kanpai!	كانباي!
kao ga akai desu.	كاو جا أكاي ديسو.
kao wo araimasu.	كاو وو أريماسو.
kao wo arau	كاو وو آراو
karada no choushi ga ii desu.	karada no choushi ga ii desu.
karai mono wa taberaremasu ka.	karai mono wa taberaremasu ka.
kare ga ichiban yuuki ga arimasu	كاري جا إيشيبان يوكي جا أريماسو
kare no namae o shitte imasu	لا داعي للاسم أو القرف imasu
kare to kekkon shimashita	كاري إلى كيكون شيماسيتا
kare wa gakusei desu.	كاري وا جاكوسي ديسو.
kare wa hanashihajimeta ga saigo, tomarimasen	kare wa hanashihajimeta ga saigo، tomarimasen
kare wa hayaku hashirimasu.	كاري وا هاياكو هاشيريماسو.
kare wa ima nihon ni imasu.	كاري وا إيما نيهون ني إيماسو.
kare wa isogashisou desu	كاري وا إيسوغاشيسو ديسو
kare wa kami ga nagai desu.	كاري وا كامي جا ناجاي ديسو.
kare wa kimasen deshita	كاري وا كيماسن ديشيتا
kare wa kuru hazu desu	كاري وا كورو هازو ديسو
kare wa kuru to iimashita	كاري وا كورو إلى إيماشيتا
kare wa kuruma ga arimasu	كاري وا كوروما جا أريماسو
kare wa se ga takai desu.	كاري وا سي جا تاكاي ديسو.
kare wa watashi yori wakai desu	كاري وا واتاشي يوري واكاي ديسو
kare wa yasashii desu.	كاري وا ياساشي ديسو.
karera to eiga o mimashita	كاريرا إلى إيغا أو ميماشيتا
kareshi ga imasu.	كاريشي جا إيماسو.
kasa ga irimasen.	كاسا جا إيريماسين.
kasa wo motte ikimasu.	كاسا وو موتي إيكيماسو.
kasa wo motte kite kudasai.	كاسا وو موتي كايت كوداساي.
kasa wo wasuremashita.	كاسا وو واسوريماشيتا.
kawa de oyogimasu.	كاوا دي أويوجيماسو.
kawa no mizu wa tsumetai desu.	كاوا نو ميزو وا تسوميتاي ديسو.
kawa wa nagai desu.	كاوا وا ناجاي ديسو.
kawaii fuku wo kaimashita.	كاواي فوكو وو كايماشيتا.
kawari ni	كواري ني
kayoubi ni nihongo no kurasu ga arimasu.	كيوبي ني نيهونغو نو كوراسو جا أريماسو.
kayoubi ni tomodachi to aimasu.	kayoubi ni tomodachi إلى aimasu.
kayoubi wa hiru made benkyou shimasu.	كيوبي وا هيرو صنع بنكيو شيماسو.
kazari ga kirei desu.	كازاري جا كيري ديسو.
kaze ga tsuyoi desu.	kaze ga tsuyoi desu.
kaze o hikimashita	كازي أو هيكيماشيتا
kaze wo hikimashita.	كازي وو هيكيماشيتا.
kaze wo hiku	كازي وو هيكو
kazoku de paatii wo shimashita.	كازوكو دي باتي وو شيماشيتا.
kazoku ga daiji desu.	كازوكو جا ديجي ديسو.
kazoku ni aitai desu	كازوكو ني أيتاي ديسو
kazoku ni kaerimasu	كازوكو ني كيريماسو
kazoku no naka de ichiban se ga takai desu	كازوكو لا ناكا دي إيشيبان سي جا تاكاي ديسو
kazoku to issho ni tabemashita	كازوكو إلى إيشو ني تابيماشيتا
kazoku to issho ni tabemasu.	كازوكو إلى إيشو ني تابيماسو.
kazoku to tabemasu	كازوكو إلى تابيماسو
kazoku wa nannin desu ka.	كازوكو وا نانين ديسو كا.
keeki o hitokire kudasai	كيكي أو هيتوكيري كوداساي
keeki wo tabemashita.	كيكي وو تابيماشيتا.
keeki wo tabemasu.	كيكي وو تابيماسو.
kega wo shimashita.	كيجا وو شيماشيتا.
keihi no ue de wa, koutsuuhi ga takai desu	Keihi no ue de wa, koutsuuhi ga takai desu
keiken wo towazu, kenshuu ga arimasu	كيكين وو تووازو، كينشو جا أريماسو
keisatsu wo yonde kudasai.	كيساتسو وو يوندي كوداساي.
keitai de eiga wo mimasu.	keitai de eiga wo mimasu.
keitai denwa	keitai denwa
keitai no denchi ga kiremashita.	keitai no denchi ga kiremashita.
keitai wo wasuremashita.	keitai wo Wasuremashita.
kekkon shite imasu	kekkon القرف imasu
kekkon suru	كيكون سورو
kekkou desu	kekkou desu
kenkou ni ii desu.	kenkou ni ii desu.
kenkou ni totte, nemuru koto wa daiji desu	kenkou ni totte، nemuru koto wa daiji desu
kensa wo shimasu.	كينسا وو شيماسو.
keshiki ga subarashii desu.	keshiki ga subarashii desu.
ki ga takusan arimasu.	كي جا تاكوسان أريماسو.
ki ga tsuyoi	كي جا تسويوي
ki ga yowai	كي جا يوواي
ki no shita de yasumimasu.	كي لا شيتا دي ياسوميماسو.
kibun ga warui desu.	kibun ga warui desu.
kiiroi kutsu wo kaimashita.	كيروي كوتسو وو كايماشيتا.
kimi ga ii desu	كيمي جا الثاني ديسو
kimochi ga ii desu.	kimochi ga ii desu.
kimochi o komete, hanashite kudasai	كيموتشي أو كوميتي، هاناشيت كوداساي
kin'iro	كينيرو
kinchou suru	كينشو سورو
kinou eiga o mimashita	كينو إيغا أو ميماشيتا
kinou kaeshita node, toshokan ni aru hazu desu	عقدة kinou kaeshita، toshokan ni aru hazu desu
kinou nani wo shimashita ka.	كينو ناني وو شيماشيتا كا.
kinou no yoru nemashita	كينو لا يورو Nemashita
kinou wa ame deshita	كينو وا آمي ديشيتا
kinou wa ame deshita.	كينو وا آمي ديشيتا.
kinou wa kaimono ni ikimasen deshita	kinou wa kaimono ni ikimasen deshita
kinou wa kaimono ni ikimashita	كينو وا كايمونو ني إيكيماشيتا
kinou wa nichiyoubi deshita	kinou wa nichiyoubi deshita
kinou wa osoku made okimashita.	كينو وا أوسوكو صنع أوكيماشيتا.
kinou wa samukatta desu	كينو وا ساموكاتا ديسو
kinou wa terebi wo mimashita.	كينو وا تيريبي وو ميماشيتا.
kinou wa totemo isogashikatta desu	kinou wa totemo isogashikatta desu
kinou wa tsukaremashita	كينو وا تسوكاريماشيتا
kinou wa yasumi deshita.	كينو وا ياسومي ديشيتا.
kinyoubi ni eiga wo mimasu.	kinyoubi ni eiga wo mimasu.
kinyoubi no yoru wa tanoshii desu.	kinyoubi no yoru wa tanoshii desu.
kinyoubi wa shigoto no saigo no hi desu.	kinyoubi wa shigoto no saigo no hi desu.
kippu uriba	كيبو أوريبا
kippu wa doko de kaimasu ka.	كيبو وا دوكو دي كيماسو كا.
kirai desu	kirai desu
kirei na fuku ga suki desu.	كيري نا فوكو جا سوكي ديسو.
kirei na hana desu	كيري نا هانا ديسو
kirei na tokoro e ryokou shitai desu	kirei na tokoro e ryokou shitai desu
kirei ni suru	كيري ني سورو
kishi kaisei	كيشي كايسي
kisoku no ue de wa dame desu ga, jissai wa dekimasu	kisoku no ue de wa dame desu ga، jissai wa dekimasu
kisou tengai	كيسو تنجاي
kissaten de koohii o nomimashita	قبلات كوهي أو نوميماشيتا
kissaten de ocha o nomimasu	كيساتن دي أوتشا أو نوميماسو
kochira koso	كوتشيرا كوسو
kodomo ga futari imasu	kodomo ga futari imasu
kodomo ga kouen de asonde imasu.	kodomo ga kouen de asonde imasu.
kodomo ga yonin imasu	كودومو جا يونين إيماسو
kodomo no heya	كودومو لا هيا
kodomo no toki ni obaasan ni homeraremashita	kodomo no toki ni obaasan ni homeraremashita
kodomo to booru de asobimasu	كودومو إلى بورو دي أسوبيماسو
kodomo to haguremashita.	كودومو إلى هاجوريماشيتا.
kodomo wa miruku wo nonde imasu.	kodomo wa miruku wononde imasu.
kodomo wa neru jikan desu.	kodomo wa neru jikan desu.
kodomo wo senaka ni oimasu.	كودومو وو سيناكا ني أويماسو.
koe ga kikoemasu	كوي جا كيكويماسو
koe o ookiku shite, hanashite kudasai	كوي أو أوكيكو شيت، هاناشيت كوداساي
koko de asobemasu ka	كوكو دي أسوبيماسو كا
koko de hanasanaide kudasai	كوكو دي هاناسانايد كوداساي
koko de machimashou	كوكو دي ماتشيماشو
koko de matte kudasai	كوكو دي ماتي كوداساي
koko de orite kudasai.	كوكو دي أوريت كوداساي.
koko de shashin o toremasu ka	كوكو دي شاشين أو توريماسو كا
koko de shashin o totte mo ii desu ka	كوكو دي شاشين أو توت مو إي ديسو كا
koko de suwatte kudasai	كوكو دي سواتي كوداساي
koko de tabako o suwanaide kudasai	كوكو دي تاباكو أو سوانايد كوداساي
koko de tabako wo sutte wa ikemasen	كوكو دي تاباكو وو سوتي وا إيكيماسين
