#NAME?	#NAME?
(1) (Japanese) maple	(1) (ಜಪಾನೀಸ್) ಮೇಪಲ್
USAGE: A question tag is a short question added to the end of a statement to check or confirm: You're tired, aren't you?\nWHEN: Confirming information (expecting agreement): It's a nice day, isn't it? Checking uncertain info: You haven't seen my keys, have you?\nFORM: Positive statement + negative tag | negative statement + positive tag. Use the same auxiliary: is/are/was/were, do/does/did, have/has, can, will, should.\nTIP: If there's no auxiliary, use do/does/did: She lives here, doesn't she? The tag for 'I am' is 'aren't I'. Answer with yes/no matching the fact, not the tag.	ಬಳಕೆ: ಪ್ರಶ್ನೆಯ ಟ್ಯಾಗ್ ಅನ್ನು ಪರಿಶೀಲಿಸಲು ಅಥವಾ ಖಚಿತಪಡಿಸಲು ಹೇಳಿಕೆಯ ಕೊನೆಯಲ್ಲಿ ಸೇರಿಸಲಾದ ಒಂದು ಚಿಕ್ಕ ಪ್ರಶ್ನೆಯಾಗಿದೆ: ನೀವು ಸುಸ್ತಾಗಿದ್ದೀರಿ, ಅಲ್ಲವೇ?\nಯಾವಾಗ: ಮಾಹಿತಿಯನ್ನು ದೃಢೀಕರಿಸುವುದು (ಒಪ್ಪಂದದ ನಿರೀಕ್ಷೆಯಲ್ಲಿ): ಇದು ಒಳ್ಳೆಯ ದಿನ, ಅಲ್ಲವೇ? ಅನಿಶ್ಚಿತ ಮಾಹಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ: ನೀವು ನನ್ನ ಕೀಗಳನ್ನು ನೋಡಿಲ್ಲ, ಅಲ್ಲವೇ?\nಫಾರ್ಮ್: ಧನಾತ್ಮಕ ಹೇಳಿಕೆ + ಋಣಾತ್ಮಕ ಟ್ಯಾಗ್ | ನಕಾರಾತ್ಮಕ ಹೇಳಿಕೆ + ಧನಾತ್ಮಕ ಟ್ಯಾಗ್. ಅದೇ ಸಹಾಯಕವನ್ನು ಬಳಸಿ: is/are/was/were, do/does/did, have/has, can, will, should.\nಸಲಹೆ: ಯಾವುದೇ ಸಹಾಯಕವಿಲ್ಲದಿದ್ದರೆ, ಮಾಡು/ಮಾಡುತ್ತದೆ/ಮಾಡುವುದನ್ನು ಬಳಸಿ: ಅವಳು ಇಲ್ಲಿ ವಾಸಿಸುತ್ತಾಳೆ, ಅಲ್ಲವೇ? 'ನಾನು' ಎಂಬುದಕ್ಕೆ ಟ್ಯಾಗ್ 'ನಾನು ಅಲ್ಲ'. ಟ್ಯಾಗ್ ಅಲ್ಲ, ಸತ್ಯಕ್ಕೆ ಹೊಂದಿಕೆಯಾಗುವ ಹೌದು/ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.
USAGE: Relative clauses add information to a noun: the person who called, the book which/that I bought.\nWHEN: Defining (essential info): The man who lives next door is a doctor. Non-defining (extra info, with commas): My brother, who lives in Tokyo, is an engineer.\nFORM: person + who/that | thing + which/that. Defining clause: no commas. Non-defining: commas, cannot use 'that'.\nTIP: In defining clauses you can often drop who/which/that when it's the object: the book (that) I bought. People take who/that; things take which/that.	ಬಳಕೆ: ಸಂಬಂಧಿತ ಷರತ್ತುಗಳು ನಾಮಪದಕ್ಕೆ ಮಾಹಿತಿಯನ್ನು ಸೇರಿಸುತ್ತವೆ: ಕರೆ ಮಾಡಿದ ವ್ಯಕ್ತಿ, ನಾನು ಖರೀದಿಸಿದ ಪುಸ್ತಕ.\nಯಾವಾಗ: ವ್ಯಾಖ್ಯಾನಿಸುವುದು (ಅಗತ್ಯ ಮಾಹಿತಿ): ಪಕ್ಕದಲ್ಲಿ ವಾಸಿಸುವ ವ್ಯಕ್ತಿ ವೈದ್ಯ. ವ್ಯಾಖ್ಯಾನಿಸದ (ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ, ಅಲ್ಪವಿರಾಮದೊಂದಿಗೆ): ಟೋಕಿಯೊದಲ್ಲಿ ವಾಸಿಸುವ ನನ್ನ ಸಹೋದರ ಎಂಜಿನಿಯರ್.\nಫಾರ್ಮ್: ವ್ಯಕ್ತಿ + ಯಾರು/ಅದು | ವಿಷಯ + ಯಾವುದು/ಅದು. ಷರತ್ತು ವ್ಯಾಖ್ಯಾನ: ಅಲ್ಪವಿರಾಮಗಳಿಲ್ಲ. ವ್ಯಾಖ್ಯಾನಿಸದಿರುವುದು: ಅಲ್ಪವಿರಾಮಗಳು, 'ಅದನ್ನು' ಬಳಸಲಾಗುವುದಿಲ್ಲ.\nಸಲಹೆ: ಷರತ್ತುಗಳನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವಲ್ಲಿ ನೀವು ವಸ್ತುವಾಗಿದ್ದಾಗ ಯಾರು/ಯಾವುದು/ಅದನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಬಿಡಬಹುದು: ನಾನು ಖರೀದಿಸಿದ ಪುಸ್ತಕ (ಅದು). ಜನರು ಯಾರು/ಅದನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತಾರೆ; ವಿಷಯಗಳು ಯಾವುದನ್ನು/ಅದನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತವೆ.
Use 'be' to say who or what something is. I am, you/we/they are, he/she/it is. わたしは〜です、彼は〜です。	ಯಾರು ಅಥವಾ ಯಾವುದನ್ನಾದರೂ ಹೇಳಲು 'ಇರು' ಬಳಸಿ. ನಾನು, ನೀನು/ನಾವು/ಅವರು, ಅವನು/ಅವಳು/ಅದು. わたしは〜です、彼は〜です.
at for exact times and points (at 5 o'clock, at the door); in for months/years/closed spaces (in May, in the room); on for days and surfaces (on Monday, on the table).	ನಿಖರವಾದ ಸಮಯ ಮತ್ತು ಬಿಂದುಗಳಿಗೆ (5 ಗಂಟೆಗೆ, ಬಾಗಿಲಲ್ಲಿ); ತಿಂಗಳುಗಳು / ವರ್ಷಗಳು / ಮುಚ್ಚಿದ ಸ್ಥಳಗಳಲ್ಲಿ (ಮೇ ತಿಂಗಳಲ್ಲಿ, ಕೋಣೆಯಲ್ಲಿ); ದಿನಗಳು ಮತ್ತು ಮೇಲ್ಮೈಗಳಲ್ಲಿ (ಸೋಮವಾರ, ಮೇಜಿನ ಮೇಲೆ).
USAGE: We use am, is and are to say what something is, how it is, or where it is. This is the most important verb in English — every beginner needs it first.\nWHEN: Use it in the present to describe people, things, feelings, jobs and places: I am a student, She is tired, The book is on the table.\nFORM: I + am | He/She/It + is | You/We/They + are. Negative: am not, isn't, aren't. Question: put the verb first — Am I? Is he? Are you?\nTIP: 'am' is ONLY used with 'I'. Never say 'I is' or 'I are' — always 'I am'.	ಬಳಕೆ: ನಾವು am, is ಮತ್ತು are ಅನ್ನು ಬಳಸುತ್ತೇವೆ, ಅದು ಏನು, ಅದು ಹೇಗೆ, ಅಥವಾ ಅದು ಎಲ್ಲಿದೆ ಎಂದು ಹೇಳಲು. ಇದು ಇಂಗ್ಲಿಷ್‌ನಲ್ಲಿನ ಅತ್ಯಂತ ಪ್ರಮುಖ ಕ್ರಿಯಾಪದವಾಗಿದೆ - ಪ್ರತಿ ಹರಿಕಾರನಿಗೆ ಇದು ಮೊದಲು ಬೇಕಾಗುತ್ತದೆ.\nಯಾವಾಗ: ಜನರು, ವಸ್ತುಗಳು, ಭಾವನೆಗಳು, ಉದ್ಯೋಗಗಳು ಮತ್ತು ಸ್ಥಳಗಳನ್ನು ವಿವರಿಸಲು ಪ್ರಸ್ತುತದಲ್ಲಿ ಇದನ್ನು ಬಳಸಿ: ನಾನು ವಿದ್ಯಾರ್ಥಿ, ಅವಳು ದಣಿದಿದ್ದಾಳೆ, ಪುಸ್ತಕವು ಮೇಜಿನ ಮೇಲಿದೆ.\nಫಾರ್ಮ್: ನಾನು + ನಾನು | ಅವನು/ಅವಳು/ಇದು + ಆಗಿದೆ | ನೀವು/ನಾವು/ಅವರು + ಋಣಾತ್ಮಕ: ನಾನು ಅಲ್ಲ, ಅಲ್ಲ, ಅಲ್ಲ. ಪ್ರಶ್ನೆ: ಕ್ರಿಯಾಪದವನ್ನು ಮೊದಲು ಇರಿಸಿ - ನಾನು? ಅವನು? ನೀವು?\nಸಲಹೆ: 'am' ಅನ್ನು 'I' ನೊಂದಿಗೆ ಮಾತ್ರ ಬಳಸಲಾಗುತ್ತದೆ. 'ನಾನು' ಅಥವಾ 'ನಾನು' ಎಂದು ಎಂದಿಗೂ ಹೇಳಬೇಡಿ - ಯಾವಾಗಲೂ 'ನಾನು'.
USAGE: We use have and has to say that someone owns something or has something with them.\nWHEN: Use it for possessions (I have a car), family (She has two sisters), body parts (He has blue eyes), feelings (I have a headache) and things you do (We have breakfast).\nFORM: I/You/We/They + have | He/She/It + has. Negative: don't have / doesn't have. Question: Do you have...? / Does she have...?\nTIP: After 'doesn't have' the verb goes back to 'have', never 'has' — 'She doesn't has' is WRONG.	ಬಳಕೆ: ಯಾರಾದರೂ ಏನನ್ನಾದರೂ ಹೊಂದಿದ್ದಾರೆ ಅಥವಾ ಅವರೊಂದಿಗೆ ಏನನ್ನಾದರೂ ಹೊಂದಿದ್ದಾರೆ ಎಂದು ನಾವು ಹೊಂದಿದ್ದೇವೆ ಮತ್ತು ಹೇಳಬೇಕು ಎಂದು ಬಳಸುತ್ತೇವೆ.\nಯಾವಾಗ: ಆಸ್ತಿ (ನನ್ನ ಬಳಿ ಕಾರು ಇದೆ), ಕುಟುಂಬ (ಅವಳಿಗೆ ಇಬ್ಬರು ಸಹೋದರಿಯರು), ದೇಹದ ಭಾಗಗಳು (ಅವನಿಗೆ ನೀಲಿ ಕಣ್ಣುಗಳು), ಭಾವನೆಗಳು (ನನಗೆ ತಲೆನೋವು) ಮತ್ತು ನೀವು ಮಾಡುವ ಕೆಲಸಗಳಿಗೆ (ನಮಗೆ ಉಪಹಾರವಿದೆ) ಇದನ್ನು ಬಳಸಿ\nಫಾರ್ಮ್: ನಾನು/ನೀವು/ನಾವು/ಅವರು + ಹೊಂದಿದ್ದೇವೆ | ಅವನು/ಅವಳು/ಇದು + ಹೊಂದಿದೆ. ಋಣಾತ್ಮಕ: ಹೊಂದಿಲ್ಲ / ಹೊಂದಿಲ್ಲ. ಪ್ರಶ್ನೆ: ನಿಮ್ಮ ಬಳಿ ಇದೆಯೇ...? / ಅವಳು ಹೊಂದಿದ್ದಾಳೆಯೇ...?\nಸಲಹೆ: 'ಹೊಂದಿಲ್ಲ' ನಂತರ ಕ್ರಿಯಾಪದವು 'ಹೊಂದಿದೆ' ಗೆ ಹಿಂತಿರುಗುತ್ತದೆ, ಎಂದಿಗೂ 'ಹೊಂದಿಲ್ಲ' - 'ಅವಳು ಹೊಂದಿಲ್ಲ' ಎಂಬುದು ತಪ್ಪಾಗಿದೆ.
USAGE: We use the present simple for habits, routines, and things that are always true.\nWHEN: Use it for daily routines (I wake up at six), facts (Water boils at 100°C), and general truths (Cats like milk).\nFORM: I/You/We/They + base verb. He/She/It + verb-s (works, eats). Negative: don't / doesn't + verb. Question: Do/Does + subject + verb.\nTIP: With he/she/it the verb always takes -s: He workS, She eatS. Don't forget the -s!	ಬಳಕೆ: ಅಭ್ಯಾಸಗಳು, ದಿನಚರಿಗಳು ಮತ್ತು ಯಾವಾಗಲೂ ನಿಜವಾಗಿರುವ ವಿಷಯಗಳಿಗಾಗಿ ನಾವು ಪ್ರಸ್ತುತ ಸರಳವನ್ನು ಬಳಸುತ್ತೇವೆ.\nಯಾವಾಗ: ದೈನಂದಿನ ದಿನಚರಿಗಳಿಗೆ (ನಾನು ಆರು ಗಂಟೆಗೆ ಎಚ್ಚರಗೊಳ್ಳುತ್ತೇನೆ), ಸತ್ಯಗಳು (ನೀರು 100 ° C ನಲ್ಲಿ ಕುದಿಯುತ್ತದೆ) ಮತ್ತು ಸಾಮಾನ್ಯ ಸತ್ಯಗಳಿಗೆ (ಹಾಲಿನಂತಹ ಬೆಕ್ಕುಗಳು) ಬಳಸಿ.\nಫಾರ್ಮ್: ನಾನು/ನೀವು/ನಾವು/ಅವರು + ಮೂಲ ಕ್ರಿಯಾಪದ. ಅವನು/ಅವಳು/ಅದು + ಕ್ರಿಯಾಪದಗಳು (ಕೆಲಸ ಮಾಡುತ್ತಾನೆ, ತಿನ್ನುತ್ತಾನೆ). ಋಣಾತ್ಮಕ: ಮಾಡಬೇಡ / ಮಾಡಬೇಡ + ಕ್ರಿಯಾಪದ. ಪ್ರಶ್ನೆ: ಮಾಡು/ಮಾಡುತ್ತದೆ + ವಿಷಯ + ಕ್ರಿಯಾಪದ.\nಸಲಹೆ: ಅವನು/ಅವಳು/ಅದರೊಂದಿಗೆ ಕ್ರಿಯಾಪದವು ಯಾವಾಗಲೂ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ -s: ಅವನು ಕೆಲಸ ಮಾಡುತ್ತಾನೆ, ಅವಳು ತಿನ್ನುತ್ತಾನೆ. -s ಅನ್ನು ಮರೆಯಬೇಡಿ!
USAGE: We use the present continuous for things happening right now, at this moment.\nWHEN: Use it for actions in progress (I am cooking), temporary situations (She is staying with us), and near-future plans (We are leaving tomorrow).\nFORM: am/is/are + verb-ing. Negative: am not / isn't / aren't + verb-ing. Question: Am/Is/Are + subject + verb-ing.\nTIP: Some verbs are never used in this form: like, want, know, believe, need. Say 'I like it', not 'I am liking it'.	ಬಳಕೆ: ಈ ಕ್ಷಣದಲ್ಲಿ ನಡೆಯುತ್ತಿರುವ ವಿಷಯಗಳಿಗಾಗಿ ನಾವು ಪ್ರಸ್ತುತ ನಿರಂತರವನ್ನು ಬಳಸುತ್ತೇವೆ.\nಯಾವಾಗ: ಪ್ರಗತಿಯಲ್ಲಿರುವ ಕ್ರಿಯೆಗಳಿಗೆ (ನಾನು ಅಡುಗೆ ಮಾಡುತ್ತಿದ್ದೇನೆ), ತಾತ್ಕಾಲಿಕ ಸನ್ನಿವೇಶಗಳಿಗೆ (ಅವಳು ನಮ್ಮೊಂದಿಗೆ ಇರುತ್ತಾಳೆ) ಮತ್ತು ಭವಿಷ್ಯದ ಯೋಜನೆಗಳಿಗೆ (ನಾವು ನಾಳೆ ಹೊರಡಲಿದ್ದೇವೆ) ಬಳಸಿ.\nಫಾರ್ಮ್: am/is/are + ಕ್ರಿಯಾಪದ. ಋಣಾತ್ಮಕ: am not / isn't / aren't + verb-ing. ಪ್ರಶ್ನೆ: Am/Is/Are + subject + verb-ing.\nಸಲಹೆ: ಕೆಲವು ಕ್ರಿಯಾಪದಗಳನ್ನು ಈ ರೂಪದಲ್ಲಿ ಎಂದಿಗೂ ಬಳಸಲಾಗುವುದಿಲ್ಲ: ಇಷ್ಟ, ಬೇಕು, ತಿಳಿಯಿರಿ, ನಂಬಿರಿ, ಅಗತ್ಯ. 'ಐ ಲೈಕ್ ಇಟ್' ಎಂದು ಹೇಳಿ, 'ಐ ಆ್ಯಮ್ ಲೈಕ್ ಇಟ್' ಅಲ್ಲ.
USAGE: We use do, does and did to make questions and negatives when there is no other helping verb.\nWHEN: do + I/you/we/they, does + he/she/it (present), did + everyone (past). Use them for questions (Do you like tea?), negatives (I don't know) and short answers (Yes, I do).\nFORM: Do/Does/Did + subject + base verb. Negative: don't, doesn't, didn't + base verb.\nTIP: After do/does/did the main verb goes back to its base form — never 'She does likes'. Say 'She does like'.	ಬಳಕೆ: ಯಾವುದೇ ಸಹಾಯ ಮಾಡುವ ಕ್ರಿಯಾಪದ ಇಲ್ಲದಿರುವಾಗ ಪ್ರಶ್ನೆಗಳು ಮತ್ತು ನಿರಾಕರಣೆಗಳನ್ನು ಮಾಡಲು ನಾವು do, do ಮತ್ತು did ಅನ್ನು ಬಳಸುತ್ತೇವೆ.\nಯಾವಾಗ: ಮಾಡು + ನಾನು/ನೀನು/ನಾವು/ಅವರು, ಮಾಡುತ್ತಾರೆ + ಅವನು/ಅವಳು/ಅದು (ಪ್ರಸ್ತುತ), ಮಾಡಿದರು + ಎಲ್ಲರೂ (ಹಿಂದೆ). ಪ್ರಶ್ನೆಗಳಿಗೆ (ನೀವು ಚಹಾವನ್ನು ಇಷ್ಟಪಡುತ್ತೀರಾ?), ನಿರಾಕರಣೆಗಳು (ನನಗೆ ಗೊತ್ತಿಲ್ಲ) ಮತ್ತು ಸಣ್ಣ ಉತ್ತರಗಳಿಗೆ (ಹೌದು, ನಾನು ಮಾಡುತ್ತೇನೆ) ಅವುಗಳನ್ನು ಬಳಸಿ.\nಫಾರ್ಮ್: ಮಾಡು/ಮಾಡುತ್ತದೆ/ಮಾಡಿದೆ + ವಿಷಯ + ಮೂಲ ಕ್ರಿಯಾಪದ. ಋಣಾತ್ಮಕ: ಮಾಡಬೇಡಿ, ಮಾಡಬೇಡಿ, ಮಾಡಲಿಲ್ಲ + ಮೂಲ ಕ್ರಿಯಾಪದ.\nಸಲಹೆ: ಮಾಡು/ಮಾಡುತ್ತಾನೆ/ಮಾಡಿದ ನಂತರ ಮುಖ್ಯ ಕ್ರಿಯಾಪದವು ಅದರ ಮೂಲ ರೂಪಕ್ಕೆ ಹಿಂತಿರುಗುತ್ತದೆ - ಎಂದಿಗೂ 'ಅವಳು ಇಷ್ಟಪಡುವುದಿಲ್ಲ'. 'ಅವಳು ಇಷ್ಟಪಡುತ್ತಾಳೆ' ಎಂದು ಹೇಳಿ.
USAGE: We use the past simple for actions that started and finished in the past.\nWHEN: Use it with past time words: yesterday, last week, two years ago, in 2020.\nFORM: Regular verbs add -ed (worked, played). Irregular verbs change completely (go → went, see → saw, eat → ate). Negative: didn't + base verb. Question: Did + subject + base verb.\nTIP: With 'didn't' or 'Did...?' the verb returns to its base form — 'I didn't went' is WRONG.	ಬಳಕೆ: ಹಿಂದೆ ಪ್ರಾರಂಭಿಸಿದ ಮತ್ತು ಮುಗಿದ ಕ್ರಿಯೆಗಳಿಗೆ ನಾವು ಹಿಂದಿನ ಸರಳವನ್ನು ಬಳಸುತ್ತೇವೆ.\nಯಾವಾಗ: ಹಿಂದಿನ ಸಮಯದ ಪದಗಳೊಂದಿಗೆ ಇದನ್ನು ಬಳಸಿ: ನಿನ್ನೆ, ಕಳೆದ ವಾರ, ಎರಡು ವರ್ಷಗಳ ಹಿಂದೆ, 2020 ರಲ್ಲಿ.\nಫಾರ್ಮ್: ನಿಯಮಿತ ಕ್ರಿಯಾಪದಗಳು ಆಡ್-ಎಡ್ (ಕೆಲಸ, ಆಡಲಾಗುತ್ತದೆ). ಅನಿಯಮಿತ ಕ್ರಿಯಾಪದಗಳು ಸಂಪೂರ್ಣವಾಗಿ ಬದಲಾಗುತ್ತವೆ (ಹೋಗಿ → ಹೋದರು, ನೋಡಿ → ಕಂಡರು, ತಿನ್ನಿರಿ → ತಿನ್ನುತ್ತಾರೆ). ಋಣಾತ್ಮಕ: ಮಾಡಲಿಲ್ಲ + ಮೂಲ ಕ್ರಿಯಾಪದ. ಪ್ರಶ್ನೆ: ಡಿಡ್ + ವಿಷಯ + ಮೂಲ ಕ್ರಿಯಾಪದ.\nಸಲಹೆ: 'ಮಾಡಲಿಲ್ಲ' ಅಥವಾ 'ಮಾಡಿದ್ದೀರಾ...?' ಕ್ರಿಯಾಪದವು ಅದರ ಮೂಲ ರೂಪಕ್ಕೆ ಮರಳುತ್ತದೆ - 'ನಾನು ಹೋಗಲಿಲ್ಲ' ತಪ್ಪಾಗಿದೆ.
USAGE: We use the past continuous for an action that was happening at a specific moment in the past.\nWHEN: Use it to set the scene (It was raining), for a longer action interrupted by another (I was sleeping when you called), and for two actions happening together (She was cooking while he was reading).\nFORM: was/were + verb-ing. I/he/she/it + was | you/we/they + were. Negative: wasn't / weren't + verb-ing.\nTIP: Use past continuous for the longer background action and past simple for the short action that interrupts: 'I was eating when the phone rang'.	ಬಳಕೆ: ಹಿಂದೆ ನಿರ್ದಿಷ್ಟ ಕ್ಷಣದಲ್ಲಿ ಸಂಭವಿಸುವ ಕ್ರಿಯೆಗೆ ನಾವು ಹಿಂದಿನ ನಿರಂತರತೆಯನ್ನು ಬಳಸುತ್ತೇವೆ.\nಯಾವಾಗ: ದೃಶ್ಯವನ್ನು ಹೊಂದಿಸಲು (ಮಳೆಯಾಗುತ್ತಿತ್ತು), ದೀರ್ಘಾವಧಿಯ ಕ್ರಿಯೆಗೆ ಇನ್ನೊಬ್ಬರು ಅಡ್ಡಿಪಡಿಸಲು (ನೀವು ಕರೆ ಮಾಡಿದಾಗ ನಾನು ಮಲಗಿದ್ದೆ) ಮತ್ತು ಎರಡು ಕ್ರಿಯೆಗಳಿಗೆ (ಅವನು ಓದುತ್ತಿರುವಾಗ ಅವಳು ಅಡುಗೆ ಮಾಡುತ್ತಿದ್ದಳು) ಇದನ್ನು ಬಳಸಿ.\nಫಾರ್ಮ್: was/were + ಕ್ರಿಯಾಪದ. ನಾನು/ಅವನು/ಅವಳು/ಇದು + ಆಗಿತ್ತು | ನೀವು/ನಾವು/ಅವರು + ಇದ್ದರು. ಋಣಾತ್ಮಕ: wasn't / weren't + verb-ing.\nಸಲಹೆ: ದೀರ್ಘವಾದ ಹಿನ್ನೆಲೆ ಕ್ರಿಯೆಗಾಗಿ ಹಿಂದಿನ ನಿರಂತರತೆಯನ್ನು ಮತ್ತು ಅಡ್ಡಿಪಡಿಸುವ ಕಿರು ಕ್ರಿಯೆಗೆ ಹಿಂದಿನ ಸರಳವನ್ನು ಬಳಸಿ: 'ಫೋನ್ ರಿಂಗಣಿಸಿದಾಗ ನಾನು ತಿನ್ನುತ್ತಿದ್ದೆ'.
USAGE: We use the present perfect for past actions that connect to the present, or for experiences without saying when.\nWHEN: Use it for life experiences (I have visited Japan), recent events (She has just left), results that matter now (I have lost my keys), and unfinished time (I have worked all day today).\nFORM: have/has + past participle (been, gone, seen, eaten, worked). Negative: haven't / hasn't. Question: Have/Has + subject + participle.\nTIP: Never use present perfect with finished time words like 'yesterday' or 'last year'. Say 'I saw him yesterday', not 'I have seen him yesterday'.	ಬಳಕೆ: ವರ್ತಮಾನಕ್ಕೆ ಸಂಪರ್ಕಿಸುವ ಹಿಂದಿನ ಕ್ರಿಯೆಗಳಿಗೆ ಅಥವಾ ಯಾವಾಗ ಎಂದು ಹೇಳದೆ ಅನುಭವಗಳಿಗಾಗಿ ನಾವು ಪ್ರಸ್ತುತವನ್ನು ಪರಿಪೂರ್ಣವಾಗಿ ಬಳಸುತ್ತೇವೆ.\nಯಾವಾಗ: ಜೀವನದ ಅನುಭವಗಳಿಗಾಗಿ (ನಾನು ಜಪಾನ್‌ಗೆ ಭೇಟಿ ನೀಡಿದ್ದೇನೆ), ಇತ್ತೀಚಿನ ಈವೆಂಟ್‌ಗಳು (ಅವಳು ಈಗಷ್ಟೇ ಹೊರಟಿದ್ದಾಳೆ), ಈಗ ಮುಖ್ಯವಾದ ಫಲಿತಾಂಶಗಳು (ನಾನು ನನ್ನ ಕೀಗಳನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೇನೆ) ಮತ್ತು ಅಪೂರ್ಣ ಸಮಯ (ನಾನು ಇಂದು ಇಡೀ ದಿನ ಕೆಲಸ ಮಾಡಿದ್ದೇನೆ) ಇದನ್ನು ಬಳಸಿ\nಫಾರ್ಮ್: ಹೊಂದಿವೆ/ಹೊಂದಿದೆ + ಹಿಂದಿನ ಭಾಗವಹಿಸುವಿಕೆ (ಆಗಿದೆ, ಹೋಗಿದೆ, ನೋಡಿದೆ, ತಿನ್ನುತ್ತದೆ, ಕೆಲಸ ಮಾಡಿದೆ). ಋಣಾತ್ಮಕ: ಹೊಂದಿಲ್ಲ / ಹೊಂದಿಲ್ಲ. ಪ್ರಶ್ನೆ: ಹ್ಯಾವ್/ಹ್ಯಾಸ್ + ಸಬ್ಜೆಕ್ಟ್ + ಪಾರ್ಟಿಸಿಪಲ್.\nಸಲಹೆ: 'ನಿನ್ನೆ' ಅಥವಾ 'ಕಳೆದ ವರ್ಷ' ನಂತಹ ಮುಗಿದ ಸಮಯದ ಪದಗಳೊಂದಿಗೆ ಪ್ರಸ್ತುತ ಪರಿಪೂರ್ಣತೆಯನ್ನು ಎಂದಿಗೂ ಬಳಸಬೇಡಿ. 'ನಾನು ಅವನನ್ನು ನಿನ್ನೆ ನೋಡಿದ್ದೇನೆ' ಎಂದು ಹೇಳಿ, 'ನಾನು ಅವನನ್ನು ನಿನ್ನೆ ನೋಡಿದ್ದೇನೆ' ಎಂದಲ್ಲ.
